##  STRING NAME (do not change!);;;;;;;;;;;X
## ;;;;;;;;;;;X
##  Technology System Techs below here..;;;;;;;;;;;X
##;;;;;;;;;;;X
RT_SUBMARINE_TACTICS;Submarine Tactics;Tact. sous-marin;Tattica sottomarina;Tácticas submarinas;Unterseeboottaktiken;Taktyka okrêtów podwodnych;;;;;X
RT_CARRIER_TACTICS;Carrier Tactics;Tact. porte-avions;Tattica portaerei;Tácticas de portaaviones;Trägertaktiken;Taktyka lotniskowców;;;;;X
RT_AVIONICS_DEPRECATED;Avionics;Aéronautique;Aeronautica;Aeronáutica;Luftfahrttechnik;Awionika;;Àâèàöèîííàÿ ýëåêòðîíèêà;;;X
RT_MUNITIONS_DEPRECATED;Munitions;Munitions;Munizioni;Municiones;Munition;Amunicja;;Ñíàðÿæåíèå;;;X
RT_VEHICLE_ENGINEERING_DEPRECATED;Vehicle Engineering;Ingénierie automobile;Progettazione Veicoli;Vehículo de Ingenieros;Fahrzeugtechnik;Produkcja pojazdów;;Òðàíñïîðòíîå ìàøèíîñòðîåíèå;;;X
RT_CARRIER_DESIGN_DEPRECATED;Carrier Design;Conception de Porte-Avions;Progettazione Portaerei;Diseño de Portaaviones;Flugzeugträger Design;Projektowanie lotniskowców;;Ïðîåêòèðîâàíèå àâèàíîñöåâ;;;X
RT_SUBMARINE_DESIGN_DEPRECATED;Submarine Design;Conception de Sous-marin;Progettazione Sottomarini;Diseño de Submarinos;U-Boot Design;Projektowanie ³odzi podwodnych;;Ïðîåêòèðîâàíèå ñóáìàðèí;;;X
RT_FIGHTER_DESIGN_DEPRECATED;Fighter Design;Conception de Chasseur;Progettazione Caccia;Diseño de Cazas;Jäger Design;Projektowanie myœliwców;;Ïðîåêòèðîâàíèå èñòðåáèòåëåé;;;X
RT_BOMBER_DESIGN_DEPRECATED;Bomber Design;Conception de Bombardier;Progettazione Bombardieri;Diseño de Bombarderos;Bomber Design;Projektowanie bombowców;;Ïðîåêòèðîâàíèå áîìáàðäèðîâùèêîâ;;;X
RT_MOUNTAIN_TRAINING_DEPRECATED;Mountain Training;Entraînement Alpin;Allenamento Alpino;Entrenamiento de montaña;Gebirgstraining;Trening strzelców górskich;;Ïîäãîòîâêà ãîðíîñòðåëêîâ;;;X
RT_AIRBORNE_TRAINING_DEPRECATED;Airborne Training;Entraînement d'Aéroportée;Allenamento Aerotrasportato;Entrenamiento Aerotransportado;Fallschirmtraining;Trening spadochroniarzy;;Ïîäãîòîâêà ÂÄÂ;;;X
RT_MARINE_TRAINING_DEPRECATED;Marine Training;Entraînement de Marine;Allenamento Anfibio;Entrenamiento anfibio;Marinetraining;Trening piechoty morskiej;;Ïîäãîòîâêà ìîðïåõîâ;;;X
RT_MANEUVER_TACTICS_DEPRECATED;Maneuver Tactics;Tactiques de Manœuvres;Tattiche di Manovra;Tácticas de movilidad;Manövertaktik;Taktyka manewrów;;Òàêòèêà ìàíåâðà;;;X
RT_BLITZKRIEG_TACTICS_DEPRECATED;Blitzkrieg Tactics;Tactiques de Blitzkrieg;Tattiche Blitzkrieg;Tácticas 'Guerra Relámpago';Blitzkrieg Taktik;Taktyka wojny b³yskawicznej;;Òàêòèêà áëèòöêðèãà;;;X
RT_STATIC_DEFENSE_TACTICS_DEPRECATED;Static Defense Tactics;Tactiques de Défense Statique;Tattiche di Difesa Statica;Tácticas de la defensa estática;Statische Verteidigungstaktik;Taktyka obrony statycznej;;Òàêòèêà ñòàòè÷íîé îáîðîíû;;;X
RT_MEDICINE_DEPRECATED;Medical Science;Médecine;Scienza Medica;Medicina;Medizinische Wissenschaft;Nauki medyczne;;Ìåäèöèíñêèå íàóêè;;;X
RT_USER_1;Cavalry Tactics;Tactiques de Cavalerie;Tattiche di Cavalleria;Tácticas de la caballería;Kavallerietaktik;Taktyka kawaleryjska;;Òàêòèêà êàâàëåðèè;;;X
RT_USER_2;User tech component 2;Composant tech perso 2;Componente tecnologico 2;Tecnología personalizada 2;Bestandteil der Benutzertechnologie 2;Komponent technologiczny 2;;Êîìïîíåíò òåõíîëîãèè 2;;;X
RT_USER_3;User tech component 3;Composant tech perso 3;Componente tecnologico 3;Tecnología personalizada 3;Bestandteil der Benutzertechnologie 3;Komponent technologiczny 3;;Êîìïîíåíò òåõíîëîãèè 3;;;X
RT_USER_4;User tech component 4;Composant tech perso 4;Componente tecnologico 4;Tecnología personalizada 4;Bestandteil der Benutzertechnologie 4;Komponent technologiczny 4;;Êîìïîíåíò òåõíîëîãèè 4;;;X
RT_USER_5;User tech component 5;Composant tech perso 5;Componente tecnologico 5;Tecnología personalizada 5;Bestandteil der Benutzertechnologie 5;Komponent technologiczny 5;;Êîìïîíåíò òåõíîëîãèè 5;;;X
RT_USER_6;User tech component 6;Composant tech perso 6;Componente tecnologico 6;Tecnología personalizada 6;Bestandteil der Benutzertechnologie 6;Komponent technologiczny 6;;Êîìïîíåíò òåõíîëîãèè 6;;;X
RT_USER_7;User tech component 7;Composant tech perso 7;Componente tecnologico 7;Tecnología personalizada 7;Bestandteil der Benutzertechnologie 7;Komponent technologiczny 7;;Êîìïîíåíò òåõíîëîãèè 7;;;X
RT_USER_8;User tech component 8;Composant tech perso 8;Componente tecnologico 8;Tecnología personalizada 8;Bestandteil der Benutzertechnologie 8;Komponent technologiczny 8;;Êîìïîíåíò òåõíîëîãèè 8;;;X
RT_USER_9;User tech component 9;Composant tech perso 9;Componente tecnologico 9;Tecnología personalizada 9;Bestandteil der Benutzertechnologie 9;Komponent technologiczny 9;;Êîìïîíåíò òåõíîëîãèè 9;;;X
RT_USER_10;User tech component 10;Composant tech perso 10;Componente tecnologico 10;Tecnología personalizada 10;Bestandteil der Benutzertechnologie 10;Komponent technologiczny 10;;Êîìïîíåíò òåõíîëîãèè 10;;;X
RT_USER_11;User tech component 11;Composant tech perso 11;Componente tecnologico 11;Tecnología personalizada 11;Bestandteil der Benutzertechnologie 11;Komponent technologiczny 11;;Êîìïîíåíò òåõíîëîãèè 11;;;X
RT_USER_12;User tech component 12;Composant tech perso 12;Componente tecnologico 12;Tecnología personalizada 12;Bestandteil der Benutzertechnologie 12;Komponent technologiczny 12;;Êîìïîíåíò òåõíîëîãèè 12;;;X
RT_USER_13;User tech component 13;Composant tech perso 13;Componente tecnologico 13;Tecnología personalizada 13;Bestandteil der Benutzertechnologie 13;Komponent technologiczny 13;;Êîìïîíåíò òåõíîëîãèè 13;;;X
RT_USER_14;User tech component 14;Composant tech perso 14;Componente tecnologico 14;Tecnología personalizada 14;Bestandteil der Benutzertechnologie 14;Komponent technologiczny 14;;Êîìïîíåíò òåõíîëîãèè 14;;;X
RT_USER_15;User tech component 15;Composant tech perso 15;Componente tecnologico 15;Tecnología personalizada 15;Bestandteil der Benutzertechnologie 15;Komponent technologiczny 15;;Êîìïîíåíò òåõíîëîãèè 15;;;X
RT_USER_16;User tech component 16;Composant tech perso 16;Componente tecnologico 16;Tecnología personalizada 16;Bestandteil der Benutzertechnologie 16;Komponent technologiczny 16;;Êîìïîíåíò òåõíîëîãèè 16;;;X
##;;;;;;;;;;;X
TECH_CAT_INFANTRY;Regular Infantry;Infanterie;Fanteria;Infantería;Infanterie;Piechota;;;;;X
TECH_CAT_AIRBORNE;Airborne Infantry;Aéroporté;Forze aerotrasportate;Aerotransportada;Fallschirmjäger;Desant powietrzny;;;;;X
TECH_CAT_MARINES;Marines;Infanterie de marine;Marine;Inf. de marina;Marineinfanterie;Piechota morska;;;;;X
TECH_CAT_MOUNTAIN;Mountain Infantry;Montagne;Alpini;Inf. de montaña;Gebirgsjäger;Strzelcy górscy;;;;;X
TECH_CAT_CAVALRY;Cavalry;Cavalerie;Cavalleria;Caballería;Kavallerie;Kawaleria;;;;;X
TECH_CAT_SUPPLY;Supply;Approvisionnement;Rifornimenti;Suministros;Versorgung;Zaopatrzenie;;;;;X
TECH_CAT_MOTORIZED;Motorized Infantry;Motorisé;Motorizzata;Motorizadas;Motorisierte;Zmotoryzowane;;;;;X
TECH_CAT_MECHANIZED;Mechanized Infantry;Mécanisé;Meccanizzata;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_ENGINEERS;Combat Engineers;Génie de combat;Genieri da combattimento;Ingenierios de Combate;Sturmpioniere;In¿ynierowie wojskowi;;;;;X
TECH_CAT_MANUFACTURING;Manufacturing;Fabrication;Produzione;Fabricación;Herstellung;Wytwarzanie;;;;;X
TECH_CAT_ROCKETRY;Rocketry;Fuséonautique;Missilistica;Técnica de cohetes;Raketen;Technologia rakietowa;;;;;X
TECH_CAT_AGRICULTURE;Agriculture;Agriculture;Agricoltura;Agricultura;Landwirtschaft;Rolnictwo;;;;;X
TECH_CAT_RRWARNING;Radar Warning;Avertissement radar;Allarme radar;Aviso de radar;Radarwarnung;Ostrzeganie radarowe;;;;;X
TECH_CAT_CRYPTOGRAPHY;Cryptography;Cryptographie;Crittografia;Criptografía;Kryptographie;Kryptografia;;;;;X
TECH_CAT_SYNTHETICOIL;Synthetic Oil;Carburant de synthèse;Petrolio sintetico;Combustible sintético;Synthetisches Öl;Paliwo syntetyczne;;;;;X
TECH_CAT_MATERIALS;Material Science;Sciences de la matière;Scienza dei Materiali;Ciencia de materiales;Materialwissenschaft;Nauki o materia³ach ;;;;;X
TECH_CAT_NUCLEAR;Nuclear;Nucléaire;Nucleare;Nuclear;Nuklear;Technika j¹drowa;;;;;X
TECH_CAT_BOMBERS;Bombers;Bombardiers;Bombardieri;Bombarderos;Bomber;Bombowce;;;;;X
TECH_CAT_TACTBOMBERS;Tactical Bombers;Bombard. tactiques;Bombardieri tattici;Bombarderos tácticos;Taktischer Bomber;Bombowce taktyczne;;;;;X
TECH_CAT_STRATBOMBERS;Strategic Bombers;Bombard. strat.;Bombardieri strategici;Bombarderos estratég.;Strategischer Bomber;Bombowce strat.;;;;;X
TECH_CAT_CAS;CAS;Bombard. en piqué;Supporto aereo ravv.;Apoyo  Proximidad;Schlachtflieger;Bezp. wsparcie z pow.;;;;;X
TECH_CAT_NAVBOMBERS;Naval Bombers;Bombardiers navals;Bombardieri navali;Bombarderos navales;Marinebomber;Bombowce okrêtowe;;;;;X
TECH_CAT_AIRTRANSP;Air Transports;Transports aériens;Trasporti aerei;Transportes aéreos;Lufttransporter;Samoloty transportowe;;;;;X
TECH_CAT_FIGHTERS;Early Fighters;Premiers chasseurs;Caccia rudimentali;Cazas tempranos;Jäger;Wczesne myœliwce;;;;;X
TECH_CAT_INTERCEPTORS;Interceptors;Intercepteurs;Intercettori;Interceptores;Abfangjäger;Myœliwce przechw.;;;;;X
TECH_CAT_ESCFIGHTERS;Escort Fighters;Chasseurs d’escorte;Caccia di scorta;Cazas de escolta;Begleitjäger;Myœliwce eskortuj¹ce;;;;;X
TECH_CAT_MULTIFIGHTERS;Fighters;Chasseurs;Caccia;Cazas;Mehrzweckjäger;Myœliwce;;;;;X
TECH_CAT_LIGHTTANKS;Light Tanks;Chars légers;Carri leggeri;Tanques ligeros;Leichte Panzer;Lekkie czo³gi;;;;;X
TECH_CAT_TANKDESTROYERS;Tank Destroyers;Chasseurs de chars;Distruttori di carri;Cazacarros;Jagdpanzer;Niszczyciele czo³gów;;;;;X
TECH_CAT_ANTITANKART;Anti-Tank Artillery;Artillerie antichars;Artiglieria anti-carro;Artillería anticarro;Panzerabwehrartillerie;Artyleria przeciwpanc.;;;;;X
TECH_CAT_FIELDART;Field Artillery support;Art. de campagne;Artiglieria da campo;Artillería de campaña;Feldartillerie;Artyleria polowa;;;;;X
TECH_CAT_MEDIUMTANKS;Medium Tanks;Chars moyens;Carri medi;Tanques medios;Mittelschwere Panzer;Œrednie czo³gi;;;;;X
TECH_CAT_SELFPROPART;Self-Propelled Artillery;Artillerie AM;Artiglieria semovente;Artillería autopropulsada;Artillerie auf Sfl.;Artyleria samobie¿na;;;;;X
TECH_CAT_SELFPROPRA;SP Rocket Artillery;Lance-roquettes AM;Lanciamissili semovente;Art. lanzacohetes APr;Raketenart. auf Sfl.;Rakietowa art. samob.;;;;;X
TECH_CAT_ROCKETART;Rocket Artillery;Lance-roquettes;Lanciamissili;Artillería lanzacohetes;Raketenartillerie;Artyleria rakietowa;;;;;X
TECH_CAT_HEAVYTANKS;Heavy Tanks;Chars lourds;Carri pesanti;Tanques pesados;Schwere Panzer;Ciê¿kie czo³gi;;;;;X
TECH_CAT_ANTIAIR;Static Anti-Air;Batterie DCA statique;Contraerea statica;Antiaéreos fijos;Flugabwehrbatterien;Baterie przeciwlotn.;;;;;X
TECH_CAT_ANTIAIRBRIG;Anti-Air Brigades;Brigades DCA;Brigate contraerea;Brigadas antiaéreas;Flak-Brigade;Brygady przeciwlotn.;;;;;X
TECH_CAT_ARMOUREDCAR;Armored Cars;Véhicules blindés;Vetture corazzate;Vehículos blindados;Panzerspähwagen;Pojazdy pancerne;;;;;X
TECH_CAT_LIGHTCRUISERS;Light Cruisers;Croiseurs légers;Incrociatori leggeri;Cruceros ligeros;Leichte Kreuzer;Lekkie kr¹¿owniki;;;;;X
TECH_CAT_BATTLECRUISERS;Battlecruisers;Croiseurs CC;Incrociatori;Cruceros de batalla;Schlachtkreuzer;Kr¹¿owniki liniowe;;;;;X
TECH_CAT_HEAVYCRUISERS;Heavy Cruisers;Croiseurs lourds;Incrociatori pesanti;Cruceros pesados;Schwere Kreuzer;Ciê¿kie kr¹¿owniki;;;;;X
TECH_CAT_AIRCARRIERS;Aircraft Carriers;Portes-avions;Portaerei;Portaaviones;Flugzeugträger;Lotniskowce;;;;;X
TECH_CAT_DESTROYERS;Destroyers;Destroyers;Cacciatorpedinieri;Destructores;Zerstörer;Niszczyciele;;;;;X
TECH_CAT_SUBMARINES;Submarines;Sous-marins;Sottomarini;Submarinos;U-Boote;Okrêty podwodne;;;;;X
TECH_CAT_BATTLESHIPS;Battleships;Cuirassés;Corazzate;Acorazados;Schlachtschiffe;Pancerniki;;;;;X
TECH_CAT_LIGHTCARRIER;Light Carriers;Porte-avions léger;Portaerei Leggere;Portaaviones ligeros;Geleitträger;Lekkie lotniskowce;;;;;X
TECH_CAT_TRANSPORTS;Transport-ships;Navires de transport;Navi da trasporto;Transportes;Transporter;Statki transportowe;;;;;X
TECH_CAT_SINGLE;Single Engine Aircraft;Monomoteur;Aerei monomotore;Avión Monomotor;Einmotorige;Samoloty jednosilnikowe;;;;;X
TECH_CAT_DOUBLE;Twin Engine Aircraft;Bimoteur;Aerei bimotore;Avión Bimotor;Zweimotorige;Samoloty dwusilnikowe;;;;;X
TECH_CAT_CAG;Carrier Air Group;Groupe Aérien de transport;Squadriglia Aerea Imbarcata;Grupo Aéreo de Transporte;Trägerstaffeln;Okrêtowa dywizja lotnicza;;;;;X
TECH_CAT_greatwartanks;Weltkrieg Tanks;Chars Grande Guerre;Carri della Grande Guerra;Blindados de la Gran Guerra;Panzer;Czo³gi z I w. œw.;;;;;X
TECH_CAT_ASW_EQUIPMENT;ASW Equipment;Équipement Anti sous-marin;Equipaggiamento Anti Sottomarino;Equipo ASW;UAW Ausrüstung;Wyposa¿. prz. okr. podw.;;;;;X
TECH_CAT_TORPEDO;Torpedo;Torpille;Siluri;Torpedo;Torpedos;Torpedy;;;;;X
TECH_CAT_MEDICINE;Medicine;Médecine;Medicina;Medicina;Medizin;Medycyna;;;;;X
TECH_CAT_SPANTIAIR;Self-Propelled Anti Air;Anti-Air Automoteur;AA semovente;Artillería Antiaérea Autopropulsada;Flugabwehr;Samobie¿. obr p-lot.;;;;;X
TECH_CAT_CONSTRUCTION;Construction Engineering;Génie de la construction;Ingegneria delle costruzioni;Ingeniería de Construcción;Konstruktion;In¿ynieria budowlana;;;;;X
TECH_CAT_ASSEMBLYLINES;Applied Assembly lines;Lignes de production;Linee d'assemblaggio applicate;Línea de producción;Angew. Fliessbandtech.;Masowa produkcja seryjna;;;;;X
TECH_CAT_COMPUTERS;Computers;Informatique;Computer;Ordenadores;Computer;Komputery;;;;;X
TECH_CAT_SEAPLANES;Seaplanes;Hydravions ;Idroricognitori;Hidroaviones;Wasserflugzeuge;Wodnop³aty;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
TECH_INFANTRY_NAME;Infantry;Infanterie;Fanteria;Infantería;Infanterie;Piechota;;;;;X
TECH_INFANTRY_DESC;This field of research allows a nation to develop weapons and materials for its infantry personnel. It includes hand-held weapons and special equipment allowing the construction of Marines and Paratroops. But perhaps most importantly, this field of research will allow the development of proper field engineering equipment and improved logistics and command systems. This field is vital  if you want good infantry, paras and marines.;Ce champ de recherche vous autorise à développer des armes et du matériel pour leur utilisation en infanterie. Cela inclus les armes de poings et l'équipement spécial autorisant la construction de marines et de parachutistes . Mais peut-être le plus important, ce champ de recherche vous permettra le développement de l'équipement d'ingénierie et d'une logistique améliorée. Ce champ est vital si vous voulez une bonne infanterie.;Questo campo di ricerca permette a una nazione di sviluppare armi e materiali per le sue truppe di fanteria. Sono incluse armi a mano ed equipaggiamenti speciali, che consentono la produzione di marine e paracadutisti. Forse però la cosa più importante è che questo campo di ricerca permette lo sviluppo di un equipaggiamento di ingegneria da campo adeguato e sistemi logistici e di comando migliorati. Questo settore risulta fondamentale per disporre di una buona fanteria, oltre che di paracadutisti e marine esperti.;Este campo de investigación permite a una nación desarrollar armas y materiales para su infantería. Incluye armamento y equipos especiales que permiten la construcción de infantes de marina y paracaidistas. Pero quizás lo más importante, este campo de investigación permitirá el desarrollo de equipos técnicos adecuados sobre el terreno, una mejor logística y mando. Este campo es vital si se desea una buena infantería, paracaidistas e infantes de marina.;Dieses Forschungsfeld erlaubt die Entwicklung von Waffen und Material für die Infanterie. Es umfasst Handfeuerwaffen und Spezialausrüstung, welche die Aufstellung von Marineinfanterie- und Fallschirmjägereinheiten ermöglichen. Ganz besonders aber erlaubt ;To pole naukowe umo¿liwia rozwój broni i materia³ów na potrzeby piechoty. Zawiera w sobie broñ strzeleck¹ i specjalny ekwipunek potrzebny do rekrutowania piechoty morskiej i spadochroniarzy. Ale co najwa¿niejsze, ten obszar rozwoju obejmuje równie¿ in¿ynieriê l¹dow¹ i ulepszone systemy logistyki i dowodzenia. Ten obszar jest kluczowy, jeœli oczekujesz sprawnej piechoty, spadochroniarzy i piechoty morskiej.;;;;;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_01_NAME;1870 Infantry Division;1870 Division d'infanterie;Divisione di Fanteria 1870;División Infantería 1870;Infanteriedivision 1870;Dywizja piechoty 1870;;;;;X
SHORT_TECH_APP_INFANTRY_01_NAME;1870 Infantry;1870 Infanterie;Fanteria 1870;Infantería 1870;Infanterie 1870;Piechota 1870;;;;;X
TECH_CMP_INFANTRY_01_1_NAME;Service Rifle;Fusil de service;Fucile di servizio;Rifle de Infantería;Karabiner;Karabin;;;;;X
TECH_CMP_INFANTRY_01_2_NAME;Infantry Gun;Infanterie Arme à feu;Armi della fanteria;Pistola de Infantería;Infanteriegeschütz;Broñ piechoty;;;;;X
TECH_CMP_INFANTRY_01_3_NAME;Signal Command System;Système de commandement des signaux;Sistema segnalazione di comando;Sistema de Comunicaciones;Kommunikationssysteme;System dowodzenia sygna³owego;;;;;X
TECH_CMP_INFANTRY_01_4_NAME;Ammunition, Grenades, and Mines;Munitions, des grenades, et des Mines;Munizioni, granate e mine;Municiones, Granadas y  Minas;Munition und Kampfmittel;Amunicja, granaty i miny;;;;;X
TECH_CMP_INFANTRY_01_5_NAME;Infantry Training;Formation de l'Infanterie;Addestramento fanteria;Entrenamiento de Infantería;Ausbildung;Trening piechoty;;;;;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_02_NAME;1897 Infantry Division;1897 Division d'infanterie;Divisione di Fanteria 1897;División Infantería 1897;Infanteriedivision 1897;Dywizja piechoty 1879;;;;;X
SHORT_TECH_APP_INFANTRY_02_NAME;1897 Infantry;1897 Infanterie;Fanteria 1897;Infantería 1897;Infanterie 1897;Piechota 1879;;;;;X
TECH_CMP_INFANTRY_02_1_NAME;Service Rifle;Fusil de service;Fucile di servizio;Rifle de Infantería;Karabiner;Karabin;;;;;X
TECH_CMP_INFANTRY_02_2_NAME;Infantry Gun;Infanterie Arme à feu;Armi della fanteria;Pistola de Infantería;Infanteriegeschütz;Broñ piechoty;;;;;X
TECH_CMP_INFANTRY_02_3_NAME;Signal Command System;Système de commandement des signaux;Sistema segnalazione di comando;Sistema de Comunicaciones;Kommunikationssysteme;System dowodzenia sygna³owego;;;;;X
TECH_CMP_INFANTRY_02_4_NAME;Ammunition, Grenades, and Mines;Munitions, des grenades, et des Mines;Munizioni, granate e mine;Municiones, Granadas y  Minas;Munition und Kampfmittel;Amunicja, granaty i miny;;;;;X
TECH_CMP_INFANTRY_02_5_NAME;Infantry Training;Formation de l'Infanterie;Addestramento fanteria;Entrenamiento de Infantería;Ausbildung;Trening piechoty;;;;;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_03_NAME;1907 Infantry Division;1907 Division d'infanterie;Divisione di Fanteria 1907;División Infantería 1907;Infanteriedivision 1907;Dywizja piechoty 1907;;;;;X
SHORT_TECH_APP_INFANTRY_03_NAME;1907 Infantry;1907 Infanterie;Fanteria 1907;Infantería 1907;Infanterie 1907;Piechota 1907;;;;;X
TECH_CMP_INFANTRY_03_1_NAME;Service Rifle;Fusil de service;Fucile di servizio;Rifle de Infantería;Karabiner;Karabin;;;;;X
TECH_CMP_INFANTRY_03_2_NAME;Infantry Gun;Infanterie Arme à feu;Armi della fanteria;Pistola de Infantería;Infanteriegeschütz;Broñ piechoty;;;;;X
TECH_CMP_INFANTRY_03_3_NAME;Signal Command System;Système de commandement des signaux;Sistema segnalazione di comando;Sistema de Comunicaciones;Kommunikationssysteme;System dowodzenia sygna³owego;;;;;X
TECH_CMP_INFANTRY_03_4_NAME;Ammunition, Grenades, and Mines;Munitions, des grenades, et des Mines;Munizioni, granate e mine;Municiones, Granadas y  Minas;Munition und Kampfmittel;Amunicja, granaty i miny;;;;;X
TECH_CMP_INFANTRY_03_5_NAME;Infantry Training;Formation de l'Infanterie;Addestramento fanteria;Entrenamiento de Infantería;Ausbildung;Trening piechoty;;;;;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_04_NAME;1914 Infantry Division;1914 Division d'infanterie;Divisione di Fanteria 1914;División Infantería 1914;Infanteriedivision 1914;Dywizja piechoty 1914;;;;;X
SHORT_TECH_APP_INFANTRY_04_NAME;1914 Infantry;1914 Infanterie;Fanteria 1914;Infantería 1914;Infanterie 1914;Piechota 1914;;;;;X
TECH_CMP_INFANTRY_04_1_NAME;Service Rifle;Fusil de service;Fucile di servizio;Rifle de Infantería;Karabiner;Karabin;;;;;X
TECH_CMP_INFANTRY_04_2_NAME;Infantry Gun;Infanterie Arme à feu;Armi della fanteria;Pistola de Infantería;Infanteriegeschütz;Broñ piechoty;;;;;X
