#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;;;;;;;;;;;X
########################################;;;;;;;;;;;X
#  Division Description;;;;;;;;;;;X
########################################;;;;;;;;;;;X
NAME_TRANSPORT_PLANE;Transport Planes;Avion de transport;Aerei da trasporto;Aviones de transporte;Transportflugzeuge;Samoloty transportowe;;Трансп. самолеты;;;X
NAME_BATTLESHIP;Battleship;Cuirassй;Corazzata;Acorazado;Schlachtschiff;Pancernik;;Линкор;;;X
NAME_LIGHT_CRUISER;Light Cruiser;Croiseur lйger;Incrociatore leggero;Crucero ligero;Leichter Kreuzer;Lekki kr№їownik;;Легкий крейсер;;;X
NAME_HEAVY_CRUISER;Heavy Cruiser;Croiseur lourd;Incrociatore pesante;Crucero pesado;Schwerer Kreuzer;Ciкїki kr№їownik;;Тяжелый крейсер;;;X
NAME_BATTLECRUISER;Battlecruiser;Croiseur de bataille;Incrociatore da guerra;Crucero de batalla;Schlachtkreuzer;Kr№їownik liniowy;;Линейный крейсер;;;X
NAME_DESTROYER;Destroyers;Destroyer;Cacciatorpediniere;Destructores;Zerstцrer;Niszczyciel;;Эсминцы;;;X
NAME_CARRIER;Carrier;Porte-avions;Portaerei;Portaaviones;Flugzeugtrдger;Lotniskowiec;;Авианосец;;;X
NAME_SUBMARINE;Submarines;Sous-marin;Sottomarino;Submarinos;U-Boote;Okrкt podwodny;;Подв. лодки;;;X
NAME_TRANSPORT;Transports;Transport;Trasporto navale;Transportes;Transporter;Transportowiec;;Транспорты;;;X
NAME_FLYING_BOMB;Flying Bomb;Bombe volante;Bomba volante;Bomba vol.;Flugbombe;Lataj№ca bomba;;Самолет-снаряд;;;X
NAME_FLYING_ROCKET;Strategic Rocket;Fusйe;Razzo;Cohete;Rakete;Rakieta niekierowana;;БРМД;;;X
NAME_BALLISTIC_MISSILE;Missile;Missile;Missile;Misil;Rakete;Rakieta balistyczna;;БРСД;;;X
NAME_ICBM;ICBM;Missile intercontinental;Missile intercontinentale;ICBM;ICBM;ICBM;;МБР;;;X
NAME_ARTILLERY;Artillery Brigade;Brigade d’artillerie;Brigata artiglieri;Brigada artilleros;Artilleriebrigade;Artyleria;;Артиллер. бригада;;;X
NAME_SP_ARTILLERY;Self-Propelled Artillery;Artillerie AM;Artiglieria a propulsione;Artillerнa autopropulsada;Selbstangetrieb. Artillerie;Artyleria samobieїna;;САУ;;;X
NAME_ROCKET_ARTILLERY;Cavalry Brigade;Brigade de cavalerie;Brigata di Cavalleria;Caballeria;Kavallerie;Kawaleria;;Кавалерия;;;X
NAME_SP_ROCKET_ARTILLERY;Self-Propelled Anti-aircraft;DCA automotrice;Artiglieria antiaerea a propulsione;Artillerнa antiaйrea autopropulsada;Selbstangetrieb. Flugabwehr;Samobieїna artyleria przeciwlotnicza;;РСЗО;;;X
NAME_TANK_DESTROYER;Tank Destroyer;Chasseur de chars;Caccia Carri;Cazacarros;Jagdpanzer;Niszczyciel czoіgуw;;Противотанковая САУ;;;X
NAME_HEAVY_ARMOR;Heavy Armored;Blindй lourd;Corazzato pesante;Blindada pesada;Schwere Panzer;Ciкїki czoіg;;Тяжел. танк. дивизия;;;X
NAME_SUPER_HEAVY_ARMOR;Super Heavy Armored;Blindй ultra lourd;Corazzato ultra-pesante;Blindada superpesada;Superschwere Panzer;Bardzo ciкїki czoіg;;Сверхтяж. танк. дивизия;;;X
NAME_ARMORED_CAR;Armored Car;Vйhicule blindй;Autoblinda;Vehнculo blindado;Panzerwagen;Pojazd pancerny;;Броневик;;;X
NAME_POLICE;Police;Police;Polizia;Policнa;Polizei;Policja;;Полиция;;;X
NAME_ANTITANK;Medium-tank Brigade;Brigade de chars moyens;Brigata di carri medi;Brigada de Blindado medio;Mittelschw. Pz. Brigade;;Њredni czoіg;;Бригада средних танков;;;X
NAME_ANTIAIR;Anti-aircraft Brigade;Brigade DCA;Brigata contraerea;Brigada antiaйrea;Flugabwehrbrigade;Brygada przeciwlotnicza;;Зенитная бригада;;;X
NAME_ENGINEER;Engineer Brigade;Brigade du gйnie;Brigata genieri;Brigada ingenieros;Pionierbrigade;Brygada inїynieryjna;;Инженерная бригада;;;X
NAME_CAS;Close Air Support;Bombardier en piquй;Supporto aereo ravvicinato;Apoyo aйreo prуxima.;Sturzkampfbomber;Bezpoњrednie wsparcie z powietrza;;Штурмовики;;;X
NAME_CAG;Carrier Air Group;Escadrille aйro-navale;Squadroni aerei imbarcati;Grupo aeronaval embarcado;Flugzeugtrдgerstaffel;Lotnicza grupa pokіadowa;;Авианосная группа;;;X
NAME_ESCORT_CARRIER;Escort Carrier;Porte-avions d'escorte;Portaerei di scorta;Portaaviones de escolta;Geleittrдger;Eskortowac lotniskowiec ;;Легкий авианосец;;;X
NAME_NUCLEAR_SUBMARINE;Heavy Submarine;;Sottomarino pesante;Submarino Pesado;Schw. U-Boot;Ciкїki okrкt podwodny;;Тяжелая субмарина;;;X
NAME_LIGHT_CARRIER;Light Carrier;Porte-avions lйger;Portaerei Leggera;Portaaviones ligero;Leichter Flugzeugtrдger;Lekki lotniskowiec ;;Легкий авианосец;;;X
NAME_LCAG;Light Carrier Air Group;Escadrille aйro-navale;Squadroni aerei imbarcati;Grupo aeronaval embarcado;Flugzeugtrдgerstaffel;Lotnicza grupa pokіadowa;;Палубная авиагруппа;;;X
NAME_AMPH_LIGHT_ARMOR_BRIGADE;Amphibious Light Armor;Blindй Lйger Amphibie;Carro Anfibio leggero;Amfibio ligero;Leichte Amphibienpanzer;Lekki czoіg desantowy;;Плавающие танки;;;X
NAME_GLI_LIGHT_ARMOR_BRIGADE;Light Glider Armor;Blindй Lйger par planeur;Carro Aereotrasportato leggero;Planeador ligero;Leichte Luftlandpanzer;Lekki czoіg spadochronowy;;Десантные танки;;;X
NAME_GLI_LIGHT_ARTILLERY;Light Glider Artillery;Artillerie Lйgиre par Planeur;Artiglieria Aereotrasportata;Planeador con artillerнa;Leichte Luftlandeartillerie;Lekka artyleria spadochronowa;;Десантная артиллерия;;;X
NAME_SH_ARTILLERY;Super Heavy Artillery;Artillerie Super Lourde;Artiglieria super pesante;Artillerнa Superpesada;Ьberschwere Artillerie;Superciкїka artyleria;;Сверхтяжелая артиллерия;;;X
NAME_ROCKET_INTERCEPTOR;Rocket Interceptors;Avions Fusйe;Intercettori a razzo;Interceptores de cohetes;Raketenabfangjдger;Myњliwce rakietowe;;Ракетные перехватчики;;;X
SNAME_ROCKET_INTERCEPTOR;R Int;Avion fusйe;Int R;Int. Coh.;R Int;Myњl. rak.;;Рак. пер.;;;X
SNAME_ARTILLERY;Art;Art;A;Art;Art.;Art.;;Арт.;;;X
SNAME_SP_ARTILLERY;SP Art;Art. AM;Art AP;Art APr;Art.(Sfl);Art. s-b.;;САУ;;;X
SNAME_ROCKET_ARTILLERY;Cav. Brig.;Brig.Cav.;Brig.Cav.;Cab;Kav;Kaw;;Кав. бриг.;;;X
SNAME_SP_ROCKET_ARTILLERY;SP AA;Art. R AM;Art S L;A LCo APr;RW(Sfl);S-b. art. rak.;;Сам.РСЗО;;;X
SNAME_TANK_DESTROYER;SP AT;AC AM;AC S;CCa APr;Jgd.Pz.;Niszcz. cz.;;СхПТО;;;X
SNAME_HEAVY_ARMOR;H Arm;Blind. Ld;Cor P;Bli P;Schw. Pz.;C. cz.;;Т.Танк.;;;X
SNAME_SUPER_HEAVY_ARMOR;SH Arm;Blind. ULd;Cor UP;Bli SPe;Superschw. Pz;B.c. cz.;;Свт.Танк.;;;X
SNAME_ARMORED_CAR;AC;V bl.;AC;Veh bli;Pz.Sp.Wg.;P.p.;;БА;;;X
SNAME_ANTITANK;M. Arm;Brig.Bl.moy;Cor M;M. Arm;M. Pz;Њ. Cz.;;С.Танк;;;X
SNAME_ANTIAIR;AA;(DCA);CA;AA;Fl.Abw.;P-lot.;;ПВО;;;X
SNAME_ENGINEER;Eng;(Gйnie);G;Ing;Pio.;Inї.;;Инж.;;;X
SNAME_POLICE;Pol;Pol.;Pol;Pol;Polizei;Pol.;;Полиц.;;;X
SNAME_LIGHT_ARMOR_BRI;L-A;B-L;B-L;Bli Lig;L. Pz;L. Cz.;;;;;X
SNAME_CAS;CAS;BEP;CAS;AAP;Stuka;CAS;;Штурм.;;;X
SNAME_CAG;CAG;EAN;CAG;GAE;Trдgerst.;CAG;;АУГ;;;X
SNAME_INFANTRY;Inf;(Infanterie);Fan;Inf;Inf.;Piech.;;Пех.;;;X
SNAME_CAVALRY;Cav;(Cav.);Cav;Cab;Kav.;Kaw.;;Кав.;;;X
SNAME_MOTORIZED;Mot;(Inf. mot.);Mot;Mot;Mot.;Zmot.;;Мот.;;;X
SNAME_MECHANIZED;Mec;(Inf mйca.);Mec;Mec;Mech.;Zmech.;;Мех.;;;X
SNAME_LIGHT_ARMOR;L Arm;Blindй Lg.;Cor L;Bli L;le.Pz.;L. cz.;;Л.Танк.;;;X
SNAME_ARMOR;Arm;Bl.;Cor;Bli;Pz.;Cz.;;Танк.;;;X
SNAME_PARATROOPER;Par;(Paras);Par;Par;FJ;Spad.;;ВДВ;;;X
SNAME_MARINE;Mar;(Amph.);Mar;Mar;Mar.;Mor.;;Мор.пех.;;;X
SNAME_BERGSJAEGER;Mtn;(inf. Alp.);Alp;Mon;Geb.;Gуr.;;Горн.;;;X
SNAME_GARRISON;Gar;Gar;Pres;Gua;Garn.;Gar.;;Гарн.;;;X
SNAME_HQ;HQ;QG;QG;EM;HQ;HQ;;Штаб;;;X
SNAME_INTERCEPTOR;Int F;C int.;C Int;Ca Int;AJ;Myњl. przechw.;;Перехв.;;;X
SNAME_MULTI_ROLE;Ftr;Cha.;Fig;Ca;MZJ;Myњl.;;Истр.;;;X
SNAME_ESCORT;Esc F;C. esc;C Sc;Ca Esc;BJ;Myњl. esk.;;Истр.сопр.;;;X
SNAME_STRATEGIC_BOMBER;Str;(Bom. strat.);Str;Est;Str. Bomber;Strat.;;Стр.бомб.;;;X
SNAME_TACTICAL_BOMBER;Tac;(Bomb tac.);Tat;Tбc;Tak. Bomber;Takt.;;Так.бомб.;;;X
SNAME_NAVAL_BOMBER;Nav;(Bom. nav.);Nav;Nav;MaBo;Okr.;;Мор.бомб.;;;X
SNAME_TRANSPORT_PLANE;Tra;(Av. transp.);Trs;A Tra;Transp.;Trn.;;Авиатр.;;;X
SNAME_BATTLESHIP;BB;(Cuir.);CO;Aco;Schlachts.;BB;;Линк.;;;X
SNAME_CRUISER;CA;(Croiseur);IN;Cru;Kreuzer;CA;;Кр.;;;X
SNAME_LIGHT_CRUISER;CL;CA;IL;Cru L;le.Kr.;CL;;Л.Кр.;;;X
SNAME_HEAVY_CRUISER;CA;BEP;IN;Cru P;Schw.Kr.;CA;;Т.Кр.;;;X
SNAME_BATTLECRUISER;BC;CC.;IN G;Cru Bat;Schlachtkr.;BC;;Лин.Кр.;;;X
SNAME_DESTROYER;DD;(Destr.);CT;Des;Zerstцrer;DD;;Эсм.;;;X
SNAME_CARRIER;CV;(Porte-av.);PA;PAv;Trдger;CV;;Авиан.;;;X
SNAME_SUBMARINE;SS;(S-M);SM;Sub;SS;SS;;Субм.;;;X
SNAME_TRANSPORT;TP;(Cargo);TR;B Tra;TP;TP;;Трансп.;;;X
SNAME_FLYING_BOMB;V1;(V1);V1;V1;V1;V1;;Фау-1;;;X
SNAME_FLYING_ROCKET;V2;(V2);V2;V2;V2;V2;;Ракета;;;X
SNAME_MILITIA;Mil;(Milice);Mil;Mil;Miliz;Boj.;;Ополч.;;;X
SNAME_ESCORT_CARRIER;CVE;(Porte-av. E);CVE;Portaav E;CVE;CVE;;Легк. авианосец;;;X
SNAME_LIGHT_CARRIER;CVL;(Porte-av. L);CVL;Portaav L;CVL;CVL;;Легк. авианосец;;;X
SNAME_NUCLEAR_SUBMARINE;H SS;;H SS;H SS;Atom Uboot;Ciкї. OP;;ТПЛ;;;X
SNAME_LCAG;LCAG;EAN;LCAG;GAE;LCAG;LCAG;;ПАГ;;;X
SNAME_AMPH_LIGHT_ARMOR_BRIGADE;Amph Arm;Blindй Amphibie;Cor Anf;Amf. Lig.;Amph.Pz.;Czoіg des.;;Плав. танки;;;X
SNAME_GLI_LIGHT_ARMOR_BRIGADE;Gli Arm;Blindй par planeur;Cor Aer;Plan. Lig.;Ll.Pz.;Czoіg spad.;;Дес. танки;;;X
SNAME_GLI_LIGHT_ARTILLERY;Gli Art;Artillerie par planeur;Art Aer;Plan. Art.;Ll.Art.;Art. spad.;;Дес. арт.;;;X
SNAME_SH_ARTILLERY;SH Art;Artillerie Super Lourde;Art SP;Art. SP;SH Art;S-ciкїka art.;;СТ арт.;;;X
SDESC_ROCKET_INTERCEPTOR;Rocket Interceptor Wing;Escadrille d'avions fusйe;Stormo di intercettori a razzo;Nave interceptora de cohetes;Raketenabfangjдger;Skrzydіo myњliwcуw rakietowych;;Крыло ракетных перехватичков;;;X
SDESC_INFANTRY;Infantry Division;Division d’infanterie;Divisione di fanteria;Divisiуn infant.;Infanteriedivision;Dywizja piechoty;;Пехотная дивизия;;;X
SDESC_CAVALRY;Cavalry Division;Division de cavalerie;Divisione di cavalleria;Divisiуn caball.;Kavalleriedivision;Dywizja kawalerii;;Кавалерийская дивизия;;;X
SDESC_MOTORIZED;Motorized Infantry Division;Division d’infanterie motorisйe;Divisione di fanteria motorizzata;Divisiуn infant. motorizada;Motorisierte Infanteriedivision;Zmotoryzowana dywizja piechoty;;Моторизованная дивизия;;;X
SDESC_MECHANIZED;Mechanized Infantry Division;Division d’infanterie mйcanisйe;Divisione di fanteria meccanizzata;Divisiуn infant. mecanizada;Mechanisierte Infanteriedivision;Zmechanizowana dywizja piechoty;;Механизированная дивизия;;;X
SDESC_LIGHT_ARMOR;Light Armored Division;Division blindйe lйgиre;Divisione corazzata leggera;Divisiуn blindada ligera;Leichte Panzerdivision;Lekka dywizja pancerna;;Легкотанковая дивизия;;;X
SDESC_ARMOR;Armored Division;Division blindйe;Divisione corazzata;Divisiуn blindada;Panzerdivision;Dywizja pancerna;;Танковая дивизия;;;X
SDESC_PARATROOPER;Paratroop Division;Division de parachutiste;Divisione paracadutisti;Divisiуn paracaidista;Fallschirmjдgerdivision;Dywizja spadochroniarzy;;Дивизия ВДВ;;;X
SDESC_MARINE;Marine Division;Division d'assaut amphibie;Divisione marine;Div. inf. marina;Marineinfanteriedivision;Dywizja piechoty morskiej;;Дивизия морской пехоты;;;X
SDESC_BERGSJAEGER;Mountain Division;Division alpine;Divisione alpini;Div. inf. montaсa;Gebirgsjдgerdivision;Dywizja strzelcуw gуrskich;;Горнострелковая дивизия;;;X
SDESC_GARRISON;Garrison Division;Garnison;Divisione presidio;Divisiуn de guarniciуn;Garnisonsdivision;Dywizja garnizonowa;;Гарнизонная дивизия;;;X
SDESC_HQ;HQ Division;QG;Divisione QG;Divisiуn de EM;Hauptquartier;Dywizja dowodzenia;;Штаб;;;X
SDESC_CAS;CAS Division;Division de BEP;Divisione CAS;Divisiуn AAP;Stuka-Geschwader;Dywizja CAS;;Авиаштурмовая дивизия;;;X
SDESC_INTERCEPTOR;Interceptor Wing;Escadrille d'intercepteurs;Squadrone Intercettori;Escuadr. de interceptores;Abfangjдgergeschwader;Eskadra myњliwcуw przechwytuj№cych;;Крыло перехватчиков;;;X
SDESC_MULTI_ROLE;Fighter Wing;Escadrille de chasseurs;Squadrone Caccia;Escuadr. de cazas;Mehrzweckjдgergeschwader;Eskadra myњliwcуw;;Крыло истребителей;;;X
SDESC_ESCORT;Escort Fighter Wing;Escadrille de chasseurs d’escorte;Squadrone Caccia di scorta;Escuadr. de cazas de escolta;Begleitjдgergeschwader;Eskadra myњliwcуw eskortuj№cych;;Крыло истребителей сопровождения;;;X
SDESC_STRATEGIC_BOMBER;Strategic Bombing Wing;Escadrille de bomb. stratйgiques;Squadrone di bombardieri strategici;Escuadr. bombard. estrat.;Strategisches Bombergeschwader;Eskadra bombowcуw strategicznych;;Крыло стратегических бомбардировщиков;;;X
SDESC_TACTICAL_BOMBER;Tactical Bombing Wing;Escadrille de bomb. tactiques;Squadrone di bombardieri tattici;Escuadr. bombard. tбct.;Taktisches Bombergeschwader;Eskadra bombowcуw taktycznych;;Крыло тактических бомбардировщиков;;;X
SDESC_TRANSPORT_PLANE;Transport Wing;Escadrille de transport;Squadrone di trasporto;Escuadr. av. transp.;Transportgeschwader;Eskadra samolotуw transportowych;;Транспортное крыло;;;X
SDESC_NAVAL_BOMBER;Naval Bomber Wing;Escadrille de bombardiers navals;Squadrone di bombardieri navali;Escuadr. bomb. navales;Marinebombergeschwader;Eskadra bombowcуw okrкtowych;;Крыло морских бомбардировщиков;;;X
SDESC_BATTLESHIP;Battleship;Cuirassй;Corazzata;Acorazado;Schlachtschiff;Pancernik;;Линкор;;;X
SDESC_CRUISER;Cruiser;Croiseur;Incrociatore;Crucero;Kreuzer;Kr№їownik;;Крейсер;;;X
SDESC_LIGHT_CRUISER;Light Cruiser;Croiseur lйger;Incrociatore leggero;Crucero ligero;Leichter Kreuzer;Lekki kr№їownik;;Легкий крейсер;;;X
SDESC_HEAVY_CRUISER;Heavy Cruiser;Croiseur lourd;Incrociatore pesante;Crucero pesado;Schwerer Kreuzer;Ciкїki kr№їownik;;Тяжелый крейсер;;;X
SDESC_BATTLECRUISER;Battlecruiser;Croiseur CC;Incrociatore da guerra;Crucero de batalla;Schlachtkreuzer;Kr№їownik liniowy;;Линейный крейсер;;;X
SDESC_DESTROYER;Destroyer Flotilla;Flottille de destroyers;Flotta di cacciatorpediniere;Flotilla destruct.;Zerstцrerflottille;Flotylla niszczycieli;;Флотилия эсминцев;;;X
SDESC_CARRIER;Carrier;Porte-avions;Portaerei;Portaav.;Flugzeugtrдger;Lotniskowiec;;Авианосец;;;X
SDESC_SUBMARINE;Submarine Flotilla;Flottille sous-marine;Flotta di sommergibili;Flotilla submarinos;U-Boot-Flottille;Flotylla okrкtуw podwodnych;;Подводная флотилия;;;X
SDESC_TRANSPORT;Transport Flotilla;Flottille de cargos;Flotta di trasporto;Flotilla transportes;Transportflottille;Flotylla transportowcуw;;Транспортная флотилия;;;X
SDESC_MILITIA;Militia Division;Division de milice;Divisione di miliziani;Divisiуn milicia;Milizdivision;Dywizja milicji;;Дивизия ополчения;;;X
SDESC_FLYING_BOMB;Flying Bomb Battery;Batterie de bombes volantes;Batteria di bombe volanti;Baterнa bombas vol.;Flugbomben-Batterie;Bateria lataj№cych bomb;;Самолет-снаряд;;;X
SDESC_FLYING_ROCKET;Strategic Rocket Battery;Batterie de fusйes;Batteria di razzi volanti;Baterнa cohetes vol.;Flugraketenbatterie;Bateria rakiet niekierowanych;;Батарея баллистических ракет;;;X
SDESC_ESCORT_CARRIER;Escort Carrier;Porte-avions d'escorte;Portaerei di scorta;Portaaviones de escolta;Geleittrдger;Eskortowac lotniskowiec ;;Легкий авианосец;;;X
SDESC_LIGHT_CARRIER;Light Carrier;Porte-avions lйger;Portaerei Leggera;Portaaviones ligero;Leichter Flugzeugtrдger;Lekki lotniskowiec ;;Легкий авианосец;;;X
SDESC_NUCLEAR_SUBMARINE;Heavy Submarine;;Sottomarino pesante;Submarino Pesado;Schweres U-Boot;Ciкїki okrкt podwodny;;Тяжелая субмарина;;;X
LDESC_ROCKET_INTERCEPTOR;A rocket-powered aircraft uses a rocket for propulsion. Rocket planes can achieve much higher speeds than similarly sized jet aircraft, but typically for at most a few minutes of powered operation, followed by a glide. Unhindered by the need for oxygen from the atmosphere they are suitable for very high altitude flight. They are also capable of delivering much higher acceleration and shorter takeoffs.;Un avion propulsй par une fusйe peut atteindre une vitesse bien plus йlevйe que celle d'un autre avion de mкme taille, mais en gйnйral pour quelques minutes seulement, suivies par un planage. Ne nйcessitant pas l'oxygиne de l'atmosphиre, ils peuvent atteindre de trиs hautes altitudes. Ils sont aussi capables d'accйlйrations trиs importantes, et n'ont besoin que de courtes pistes.;Un aereo che usa un razzo come propulsore. Gli aerei a razzo possono raggiungere velocitа piщ elevate rispetto ai jet, ma solo per pochi minuti, seguiti da una planata. Senza necessitа di ossigeno atmosferico sono adatti per il volo ad alta quota. Sono anche capaci di una piщ grande accellerazione e di una pista di decollo piщ corta.;Nave que usa cohetes para propulsarse. Pueden conseguir mбs velocidad que aviones similares durante solo unos minutos. Sin obstбculos por el oxнgeno de la atmуsfera son adecaudos para vuelos de gran altitud. Son tambiйn capaces de conseguir una aceleraciуn mбs grande y hacer despegues mбs cortos.;Raketenjдger nutzen Raketen als Antrieb. Zwar kцnnen sie wesentlich hцhere Geschwindigkeiten erreichen als alle anderen Flugzeuge, dies jedoch nur fьr kurze Zeit. Dadurch, daЯ sie keinen Sauerstoff aus der Umgebung benцtigen, kцnnen sie sehr grosse Flughцhen erreichen. Aufgrund der Art des Antriebes beschleunigen sie sehr schnell und benцtigen nur kurze Startbahnen.;Samolot o napкdzie rakietowym uїywa silnika rakietowego do napкdzania swojego lotu. Moїe przez to osi№gn№ж znacznie szybsze prкdkoњci niї porуwnywalny samolot odrzutowy, ale paliwa starcza mu jedynie na kilka minut lotu, po ktуrych musi przejњж w lot szybowcowy. Poniewaї silniki rakietowe nie potrzebuj№ do dziaіania tlenu, samoloty dziaіaj№ce w oparciu o nie mog№ osi№gaж bardzo duїe wysokoњci, a takїe charakteryzuj№ siк duїym przyspieszeniem i krуtk№ њcieїk№ startu.;;Авиация с ракетным двигателем использует реактивный принцип движения. Ракетные самолеты могут достигать большей скорости, чем реактивная авиация схожих размеров. Также они могут совершать очень высокие подъемы в атмосфере. К тому же, их преимуществами являются большее ускорение и ускоренный взлёт.;;;X
LDESC_INFANTRY;Infantry will most likely make up the bulk of your army. They are relatively cheap to build and require no regular fuel supply to manoeuvre, but their lack of motorized transport means their speed of advance is limited. However, Infantry are able to occupy large areas of land, securing ground captured by other forces.;Vos armйes seront majoritairement constituйes d’unitйs d’infanterie. La crйation de ces unitйs est assez peu coыteuse et leurs manoeuvres ne nйcessitent pas d’apport rйgulier en carburant, toutefois l’absence de moyens de transport motorisй implique une progression а vitesse limitйe. Quoi qu’il en soit l’infanterie est capable d’occuper de vastes zones gйographiques ce qui permet de sйcuriser les territoires prйalablement conquis par d’autres unitйs armйes.;Solitamente, la fanteria costituisce la maggior parte del tuo esercito. Relativamente economica da creare, non richiede un rifornimento regolare di carburante. D'altro canto, la mancanza di trasporto motorizzato ne limita la rapiditа negli spostamenti. I fanti possono occupare grandi porzioni di terreno, assicurando il controllo sul territorio catturato da altri corpi del tuo esercito.;Probablemente, la infanterнa serб el grueso de tu ejйrcito. Es relativamente barata de formar y transportar y no precisa de un abastecimiento regular de combustible para maniobrar, aunque la falta de transporte motorizado comporta que su velocidad de avance sea limitada. Sin embargo, la infanterнa es bien capaz de ocupar grandes бreas de tierra, asegurando el terreno capturado por otros brazos de tu ejйrcito.;Die Infanterie macht wahrscheinlich den grцЯten Teil Ihrer Armee aus. Sie ist kostengьnstig in der Anschaffung und benцtigt keine regulдre Treibstoffversorgung zu ihrer Funktion. Allerdings ist ihre Geschwindigkeit durch das Fehlen einer motorisierten Transportmцglichkeit eingeschrдnkt. Jedoch kann die Infanterie groЯe Landstriche absichern, die durch andere Truppeneinheiten eingenommen wurden.;Piechota bкdzie zapewne podstawow№ formacj№, skіadaj№c№ siк na Twoje wojska. Jest wzglкdnie tania w budowie i nie wymaga staіych dostaw paliwa, ale brak zmotoryzowanego њrodka lokomocji czyni j№ bardzo powoln№. Piechota jest jednak w stanie zajmowaж duїe obszary l№du, zabezpieczaj№c w ten sposуb ziemie zdobyte przez inne wojska Twoich siі.;;Пехота, скорее всего, составит основу вашей армии. Ее достаточно просто сформировать и для совершения маневров не требуется постоянных поставок горючего, но отсутствие транспортных средств означает то, что скорость передвижения этих войск ограничена. Однако, пехота способна занимать огромные пространства на суше, охраняя территории, захваченные другими вашими войсками.;;;X
