# ;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;;;;;;;;;;;X
#LANGUAGE;;;;;;;;;;;X
#########################################;;;;;;;;;;;X
######### GENERAL TEXT STRINGS #########;;;;;;;;;;;X
#########################################;;;;;;;;;;;X
##;;;;;;;;;;;X
NAME_NAVAL_TORPEDOES_L;Floatplanes;Torpilles de navire amiral;Siluri per navi maggiori;Torpedos de gran unidad;Torpedos für Großkampfschiff;Torpedy wielkiej floty;Torpedos (Navio de grande porte);Òîğïåäû êğóïí. êîğàáëåé;;;X
SNAME_NAVAL_ASW;ASW;ASM;ASM;GAS;UAW;ZOP;ASW;ÏËÎ;;;X
SNAME_NAVAL_ANTI_AIR_S;S-AA;DCA;AA;AA;Fl.Abw.;P-lot.;AA;ÏÂÎ;;;X
SNAME_NAVAL_RADAR_S;S-RA;Radar;Radar;RA;Radar;Radar;RA;ĞËÑ;;;X
SNAME_NAVAL_FIRE_CONTROLL_S;S-FC;Sys. visée;Cen. Tiro;CT;FLA;K. ognia;CT;ÑÓÎ;;;X
SNAME_NAVAL_IMPROVED_HULL_S;S-IH;Coque;Scafo;CM;Verb. Rumpf;Ul. kad³ub;CA;ÓÊ;;;X
SNAME_NAVAL_TORPEDOES_S;S-TM;Torp.;Siluri;TN;Torp.;Torp.;TP;ÒÎĞÏ;;;X
SNAME_NAVAL_ANTI_AIR_L;AA;DCA;AA;AA;GKS-Fl.Abw.;P-lot.;AA;ÏÂÎ;;;X
SNAME_NAVAL_RADAR_L;RA;Radar;Radar;RA;GKS-Radar;Radar;RA;ĞËÑ;;;X
SNAME_NAVAL_FIRE_CONTROLL_L;FC;Sys. visée;Cen. Tiro;CT;GKS-FLA;K. ognia;CT;ÑÓÎ;;;X
SNAME_NAVAL_IMPROVED_HULL_L;IH;Coque;Scafo;CM;Verb. GKS-Rumpf;Ul. kad³ub;CA;ÓÊ;;;X
SNAME_NAVAL_TORPEDOES_L;FP;Torp.;Siluri;TN;GKS-Torp.;Torp.;TP;ÒÎĞÏ;;;X
SDESC_NAVAL_ASW;This ship has upgraded ASW equipment.;Ce navire est équipé pour la lutte anti sous-marine.;A questa nave è stato migliorato l'equipaggiamento antisommergibile.;Las mejoras en sónar y armamento antisubmarino mejoran la capacidad de este barco para encontrar y hundir submarinos.;Dieses Schiff verfügt über Verbesserungen zur UAW.;Ten okrêt posiada ulepszone wyposa¿enie do obrony przeciw okrêtom podwodnym.;Este navio aprimorou os equipamentos de luta antissubmarino.;Óñîâåğøåíñòâîâàííûå ãèäğîëîêàòîğû è ïğîòèâîëîäî÷íîå âîîğóæåíèå ïîâûøàşò âîçìîæíîñòè ıòîãî êîğàáëÿ â áîğüáå ñ ïîäëîäêàìè.;;;X
SDESC_NAVAL_ANTI_AIR_S;This ship has additional Anti-Air weapon systems.;Ce navire est équipé de canons de DCA supplémentaires.;A questa nave sono stati aggiunti ulteriori sistemi antiaerei.;Las mejoras en armamento antiaéreo y tecnología de fijación de objetivos mejoran la capacidad de este barco para luchar contra aviones enemigos. ;Dieses Schiff verfügt über zusätzliche Flugabwehrkannonen.;Ten okrêt posiada dodatkowe uzbrojenie przeciwlotnicze.;Este navio foi equipado com armas antiaéreas adicionais.;Óñîâåğøåíñòâîâàííîå çåíèòíîå âîîğóæåíèÿ è ñèñòåìû íàâåäåíèÿ ïîâûøàşò âîçìîæíîñòè ıòîãî êîğàáëÿ â áîğüáå ñ ñàìîëåòàìè ïğîòèâíèêà.;;;X
SDESC_NAVAL_RADAR_S;This ship is equipped with Radar.;Ce navire est équipé de systèmes de radar.;Questa nave è equipaggiata con un radar.;El radar de superficie mejorado hace que este barco encuentre unidades navales y convoyes enemigos con mayor eficacia. ;Dieses Schiff verfügt über zusätzliches Radar.;Ten okrêt wyposa¿ony jest w radar.;Este navio está equipado com radar.;Óñîâåğøåíñòâîâàííàÿ ĞËÑ ïîçâîëÿåò ıòîìó êîğàáëş ÷àùå îáíàğóæèâàòü âğàæåñêèå êîğàáëè è êîíâîè.;;;X
SDESC_NAVAL_FIRE_CONTROLL_S;This ship has improved Fire Control systems.;Ce navire est équipé d'un système de visée.;A questa nave è stato migliorato il sistema di controllo del tiro.;El uso de computadoras mecánicas para calcular y optimizar las opciones de disparo hace que esta unidad naval tenga mayor alcance y precisión de tiro.;Dieses Schiff verfügt über zusätzliche Feuerleitanlagen.;Ten okrêt posiada ulepszone systemy kontroli ognia.;Este navio aprimorou os sistemas de controle de tiro.;Èñïîëüçîâàíèå ìåõàíè÷åñêèõ âû÷èñëèòåëüíûõ óñòğîéñòâ äëÿ ğàñ÷åòà è êîğğåêòèğîâêè äàííûõ äëÿ ñòğåëüáû ïîçâîëÿåò ıòîìó êîğàáëş ñòğåëÿòü äàëüøå è òî÷íåå.;;;X
SDESC_NAVAL_IMPROVED_HULL_S;This ship has added Armor protection.;La coque de ce navire est renforcée.;A questa nave è stata migliorata la protezione.;La concentración del blindaje en puntos clave y la instalación de más compartimentos estancos aumentan la posibilidad de supervivencia de este barco. ;Dieses Schiff verfügt über zusätzliche Panzerung.;Ten okrêt posiada dodatkowe opancerzenie.;Este navio tem o casco reforçado.;Óñèëåííîå áğîíèğîâàíèå êëş÷åâûõ ó÷àñòêîâ êîğïóñà è äîïîëíèòåëüíûå âîäîíåïğîíèöàåìûå ïåğåáîğêè ïîâûøàåò æèâó÷åñòü ıòîãî êîğàáëÿ.;;;X
SDESC_NAVAL_TORPEDOES_S;This ship has additional Torpedo launchers.;Ce navire peut lancer plus de torpilles.;Questa nave è dotata di ulteriori sistemi di lancio per i siluri.;La mejora de los sistemas de guía de los torpedos y la modernización de los mismos hacen a este barco más eficaz en el ataque a convoyes. ;Dieses Schiff verfügt über zusätzliche Torpedorohre.;Ten okrêt posiada dodatkowe wyrzutnie torped.;Este navio tem lança-torpedos adicionais.;Óñîâåğøåíñòâîâàííûå òîğïåäû è ñèñòåìû èõ íàâåäåíèÿ íà öåëü  ïîâûøàşò âîçìîæíîñòè ıòîãî êîğàáëÿ â áîğüáå ñ êîíâîÿìè.;;;X
SDESC_NAVAL_ANTI_AIR_L;This ship has additional Anti-Air weapon systems.;Ce navire est équipé de canons de DCA supplémentaires.;A questa nave sono stati aggiunti ulteriori sistemi antiaerei.;Las mejoras en armamento antiaéreo y tecnología de fijación de objetivos mejoran la capacidad de este barco para luchar contra aviones enemigos. ;Dieses Schiff verfügt über zusätzliche Flugabwehrkannonen.;Ten okrêt posiada doatkowe uzbrojenie przeciwlotnicze.;Este navio foi equipado com armas antiaéreas adicionais.;Óñîâåğøåíñòâîâàííîå çåíèòíîå âîîğóæåíèÿ è ñèñòåìû íàâåäåíèÿ ïîâûøàşò âîçìîæíîñòè ıòîãî êîğàáëÿ â áîğüáå ñ ñàìîëåòàìè ïğîòèâíèêà.;;;X
SDESC_NAVAL_RADAR_L;This ship is equipped with Radar.;Ce navire est équipé de systèmes de radar.;Questa nave è equipaggiata con un radar.;El radar de superficie mejorado hace que este barco encuentre unidades navales y convoyes enemigos con mayor eficacia.;Dieses Schiff verfügt über zusätzliches Radar.;Ten okrêt wyposa¿ony jest w radar.;Este navio está equipado com radar.;Óñîâåğøåíñòâîâàííûé ğàäàğ ïîçâîëÿåò ıòîìó êîğàáëş ÷àùå îáíàğóæèâàòü âğàæåñêèå êîğàáëè è êîíâîè.;;;X
SDESC_NAVAL_FIRE_CONTROLL_L;This ship has improved Fire Control systems.;Ce navire est équipé d'un système de visée.;A questa nave è stato migliorato il sistema di controllo del tiro.;El uso de computadoras mecánicas para calcular y optimizar las opciones de disparo hace que esta unidad naval tenga mayor alcance y precisión de tiro.;Dieses Schiff verfügt über zusätzliche Feuerleitanlagen.;Ten okrêt posiada ulepszone systemy kontroli ognia.;Este navio aprimorou os sistemas de controle de tiro.;Èñïîëüçîâàíèå ìåõàíè÷åñêèõ âû÷èñëèòåëüíûõ óñòğîéñòâ äëÿ ğàñ÷åòà è êîğğåêòèğîâêè äàííûõ äëÿ ñòğåëüáû ïîçâîëÿåò ıòîìó êîğàáëş ñòğåëÿòü äàëüøå è òî÷íåå.;;;X
SDESC_NAVAL_IMPROVED_HULL_L;This ship has added Armor protection.;La coque de ce navire est renforcée.;A questa nave è stata migliorata la protezione.;La concentración del blindaje en puntos clave y la instalación de más compartimentos estancos aumentan la posibilidad de supervivencia de este barco.;Dieses Schiff verfügt über zusätzliche Panzerung.;Ten okrêt posiada dodatkowe opancerzenie.;Este navio tem o casco reforçado.;Óñèëåííîå áğîíèğîâàíèå êëş÷åâûõ ó÷àñòêîâ êîğïóñà è äîïîëíèòåëüíûå âîäîíåïğîíèöàåìûå ïåğåáîğêè ïîâûøàåò æèâó÷åñòü ıòîãî êîğàáëÿ.;;;X
SDESC_NAVAL_TORPEDOES_L;This ship has additional Torpedo launchers.;Ce navire est équipé d'un système de visée.;Questa nave è dotata di ulteriori sistemi di lancio per i siluri.;La mejora de los sistemas de guía de los torpedos y la modernización de los mismos hacen a este barco más eficaz en el ataque a convoyes.;Dieses Schiff verfügt über zusätzliche Torpedorohre.;Ten okrêt posiada dodatkowe wyrzutnie torped.;Este navio tem lança-torpedos adicionais.;Óñîâåğøåíñòâîâàííûå òîğïåäû è ñèñòåìû èõ íàâåäåíèÿ íà öåëü  ïîâûøàşò âîçìîæíîñòè ıòîãî êîğàáëÿ â áîğüáå ñ êîíâîÿìè.;;;X
LDESC_NAVAL_ASW;Improvements in both Sonar and ASW weaponry improve this ships ability to find and sink submarines.;Les améliorations du sonar et de l'armement de lutte anti sous-marine embarqué améliorent sa capacité à détecter et couler les sous-marins hostiles.;Miglioramenti sia al Sonar che all'armamento subacqueo aumentano la capacità di questa nave di scoprire e affondare i sommergibili.;Las mejoras en sónar y armamento antisubmarino mejoran la capacidad de este barco para encontrar y hundir submarinos.;Verbesserungen bei Sonar und UAW erhöhen die Fähigkeit von Schiffen, U-Boote aufzuspüren und zu versenken;Ulepszenia sonaru i uzbrojenia przeciw ³odziom podwodnym zwiêkszy³y mo¿liwoœci tego okrêtu w zakresie znajdowania i zatapiania okrêtów podwodnych.;Melhorias no sonar e no armamento ASW incrementam a capacidade deste navio para encontrar e afundar submarinos.;Óñîâåğøåíñòâîâàííûå ãèäğîëîêàòîğû è ïğîòèâîëîäî÷íîå âîîğóæåíèå ïîâûøàşò âîçìîæíîñòè ıòîãî êîğàáëÿ â áîğüáå ñ ïîäëîäêàìè.;;;X
LDESC_NAVAL_ANTI_AIR_S;Improvements to anti-aircraft armaments and targeting technology make this ship better at engaging enemy aircraft.;L'amélioration de l'armement de défense anti-aérienne du navire ainsi que de son système de visée rendent ce navire plus apte à affronter les avions ennemis.;Miglioramenti all'armamento anti-aereo e ai sistemi di puntamento aumentano le capacità di questa nave di ingaggiare i velivoli nemici.;Las mejoras en armamento antiaéreo y tecnología de fijación de objetivos mejoran la capacidad de este barco para luchar contra aviones enemigos.;Die neue Luftabwehr verbessert die Fähigkeit von Schiffen, Luftangriffe abzuwehren;Ulepszenia uzbrojenia przeciwlotniczego i technologii odnajdowania celów uczyni³y ten okrêt lepszym w walce z wrogimi samolotami.;O aperfeiçoamento da tecnologia de pontaria e do armamento antiaéreo torna este navio mais eficiente contra aeronaves inimigas.;Óñîâåğøåíñòâîâàííîå çåíèòíîå âîîğóæåíèÿ è ñèñòåìû ïğèöåëèâàíèÿ ïîâûøàşò âîçìîæíîñòè ıòîãî êîğàáëÿ â áîğüáå ñ ñàìîëåòàìè ïğîòèâíèêà.;;;X
LDESC_NAVAL_RADAR_S;Improved surface search radar allows this ship to better find enemy naval units and convoys.;L'amélioration du radio repérage du navire lui permet de decouvrir plus aisément les navires et convois ennemis.;L'utilizzo di radar di scoperta di superficie permette a questa nave di incrementare le capacità di scoperta di unità navali nemiche e convogli.;El radar de superficie mejorado hace que este barco encuentre unidades navales y convoyes enemigos con mayor eficacia. ;Verbessertes Überwasserradar erhöht die Fähigkeit von Schiffen, feindliche Schiffe und Konvois zu finden;Ulepszony radar powierzchniowy pozwala temu okrêtowi lepiej odnajdywaæ jednostki nawodne nieprzyjaciela, w tym konwoje.;O aperfeiçoamento do radar de busca de superfície deste navio facilita a localização de comboios e unidades navais inimigas.;Óñîâåğøåíñòâîâàííàÿ ĞËÑ ïîçâîëÿåò ıòîìó êîğàáëş ÷àùå îáíàğóæèâàòü âğàæåñêèå êîğàáëè è êîíâîè.;;;X
LDESC_NAVAL_FIRE_CONTROLL_S;The use of mechanical computers to calculate and update firing solutions allows this naval unit to fire further and more accurately;L'utilisation de calculatrices méchaniques pour calculer et mettre à jour les possibilités de tir donne à ce navire une meilleure portée et précision de tir.;L'utilizzo di calcolatori meccanici per determinare e aggiornare le soluzioni di tiro permette a questa nave una superiore cadenza di fuoco e una maggiore precisione.;El uso de computadoras mecánicas para calcular y optimizar las opciones de disparo hace que esta unidad naval tenga mayor alcance y precisión de tiro.;Durch den Einsatz von Computern wird die Zielgenauigkeit der Schiffe erhöht;U¿ycie komputerów mechanicznych w celu obliczania i aktualizacji lokalizacji celów pozwala tej jednostce strzelaæ dalej i bardziej celnie.;O uso de computadores mecânicos para calcular e atualizar soluções de tiro permite a esta unidade naval disparar mais longe e com mais precisão.;Èñïîëüçîâàíèå ìåõàíè÷åñêèõ âû÷èñëèòåëüíûõ óñòğîéñòâ äëÿ ğàñ÷åòà è êîğğåêòèğîâêè äàííûõ äëÿ ñòğåëüáû ïîçâîëÿåò ıòîìó êîğàáëş ñòğåëÿòü äàëüøå è òî÷íåå.;;;X
LDESC_NAVAL_IMPROVED_HULL_S;The focusing of armor on key locations and the addition of more watertight compartments will improve the survivability of this ship.;L'attention apportée au blindage aux points clefs et l'ajout de nouveaux compartiments imperméables améliorent la viabilité du navire.;L'incremento di corazzatura nei punti chiave e l'aggiunta di un maggior numero di compartimenti stagni migliora la capacità di sopravvivenza della nave.;La concentración del blindaje en puntos clave y la instalación de más compartimentos estancos aumentan la posibilidad de supervivencia de este barco.;Durch den Einsatz von verbesserter Panzerung und wasserdichten Abteilungen ist das Schiff schwerer zu versenken;Pogrubienie opancerzenia w kluczowych miejscach okrêtu oraz dodanie wodoszczelnych grodzi poprawia zdolnoœæ przetrwania tego okrêtu w walce na morzu.;A blindagem de pontos-chave e o acréscimo de compartimentos estanques melhora a capacidade de sobrevivência deste navio.;Óñèëåííîå áğîíèğîâàíèå êëş÷åâûõ ó÷àñòêîâ êîğïóñà è äîïîëíèòåëüíûå âîäîíåïğîíèöàåìûå ïåğåáîğêè ïîâûøàåò æèâó÷åñòü ıòîãî êîğàáëÿ.;;;X
LDESC_NAVAL_TORPEDOES_S;The upgrading of the torpedo targeting systems and the fitting of more modern torpedoes will make this ship more effective at convoy raiding.;L'amélioration du système de visée des torpilles et l'installation de torpilles modernes faciliteront la traque des convois ennemis.;Il miglioramento dei sistemi di puntamento delle torpedini e l'approvigionamento di siluri più moderni permetterà a questa nave di migliorare la capacità di caccia ai convogli.;La mejora de los sistemas de guía de los torpedos y la modernización de los mismos hacen a este barco más eficaz en el ataque a convoyes. ;Die Verbesserungen des Torpedozielsystems und der Einsatz von neuen Torpedos erhöht die Kampfkraft gegen Konvois;Ulepszenie systemów celowania torped i wyposa¿enie okrêtu w bardziej nowoczesne torpedy czyni go bardziej efektywnym w zwalczaniu konwojów.;O aprimoramento dos sistemas de pontaria e o uso de torpedos mais modernos tornarão este navio mais eficiente no ataque a comboios.;Óñîâåğøåíñòâîâàííûå òîğïåäû è ñèñòåìû èõ íàâåäåíèÿ íà öåëü  ïîâûøàşò âîçìîæíîñòè ıòîãî êîğàáëÿ â áîğüáå ñ êîíâîÿìè.;;;X
LDESC_NAVAL_ANTI_AIR_L;Improvements to anti-aircraft armaments and targeting technology make this ship better at engaging enemy aircraft.;L'amélioration de l'armement de défense anti-aérienne du navire ainsi que ses systèmes de visée rendent ce navire plus apte à affronter les avions ennemis.;Miglioramenti all'armamento anti-aereo e ai sistemi di puntamento aumentano le capacità di questa nave di ingaggiare i velivoli nemici.;Las mejoras en armamento antiaéreo y tecnología de fijación de objetivos mejoran la capacidad de este barco para luchar contra aviones enemigos.;Die neue Luftabwehr verbessert die Fähigkeit von Schiffen, Luftangriffe abzuwehren;Ulepszenia w wyposa¿eniu przeciwlotniczym i technologii celowania czyni¹ ten okrêt lepszym w przechwytywaniu nieprzyjacielskich samolotów.;O aperfeiçoamento da tecnologia de pontaria e do armamento antiaéreo torna este navio mais eficiente contra aeronaves inimigas.;Óñîâåğøåíñòâîâàííîå çåíèòíîå âîîğóæåíèÿ è ñèñòåìû ïğèöåëèâàíèÿ ïîâûøàşò âîçìîæíîñòè ıòîãî êîğàáëÿ â áîğüáå ñ ñàìîëåòàìè ïğîòèâíèêà.;;;X
LDESC_NAVAL_RADAR_L;Improved surface search radar allows this ship to better find enemy naval units and convoys.;L'amélioration du radio repérage du navire lui permet de découvrir plus aisément les navires et convois ennemis.;L'utilizzo di radar di scoperta di superficie permette a questa nave di incrementare le capacità di scoperta di unità navali nemiche e convogli.;El radar de superficie mejorado hace que este barco encuentre unidades navales y convoyes enemigos con mayor eficacia. ;Verbessertes Überwasserradar erhöht die Fähigkeit von Schiffen, feindliche Schiffe und Konvois zu finden;Ulepszony radar powierzchniowy pozwala temu okrêtowi lepiej odnajdywaæ jednostki nawodne nieprzyjaciela, w tym konwoje.;O aperfeiçoamento do radar de busca de superfície deste navio facilita a localização de comboios e unidades navais inimigas.;Óñîâåğøåíñòâîâàííûé ğàäàğ ïîçâîëÿåò ıòîìó êîğàáëş ÷àùå îáíàğóæèâàòü âğàæåñêèå êîğàáëè è êîíâîè.;;;X
LDESC_NAVAL_FIRE_CONTROLL_L;The use of mechanical computers to calculate and update firing solutions allows this naval unit to fire further and more accurately;L'utilisation de calculatrices méchaniques pour calculer et mettre à jour les possibilités de tir donne à ce navire une meilleure portée et précision de tir.;L'utilizzo di calcolatori meccanici per determinare e aggiornare le soluzioni di tiro permette a questa nave una superiore cadenza di fuoco e una maggiore precisione.;El uso de computadoras mecánicas para calcular y optimizar las opciones de disparo hace que esta unidad naval tenga mayor alcance y precisión de tiro.;Durch den Einsatz von Computern wird die Zielgenauigkeit der Schiffe erhöht;U¿ycie komputerów mechanicznych w celu obliczania i aktualizacji lokalizacji celów pozwala tej jednostce strzelaæ dalej i bardziej celnie.;O uso de computadores mecânicos para calcular e atualizar soluções de tiro permite a esta unidade naval disparar mais longe e com mais precisão.;Èñïîëüçîâàíèå ìåõàíè÷åñêèõ âû÷èñëèòåëüíûõ óñòğîéñòâ äëÿ ğàñ÷åòà è êîğğåêòèğîâêè äàííûõ äëÿ ñòğåëüáû ïîçâîëÿåò ıòîìó êîğàáëş ñòğåëÿòü äàëüøå è òî÷íåå.;;;X
LDESC_NAVAL_IMPROVED_HULL_L;The focusing of armor on key locations and the addition of more watertight compartments will improve the survivability of this ship.;L'attention apportée au blindage aux points clefs et l'ajout de nouveaux compartiments imperméables améliorent la viabilité du navire.;L'incremento di corazzatura nei punti chiave e l'aggiunta di un maggior numero di compartimenti stagni migliora la capacità di sopravvivenza della nave.;La concentración del blindaje en puntos clave y la instalación de más compartimentos estancos aumentan la posibilidad de supervivencia de este barco.;Durch den Einsatz von verbesserter Panzerung und wasserdichten Abteilungen ist das Schiff schwerer zu versenken;Pogrubienie opancerzenia w kluczowych miejscach okrêtu oraz dodanie wodoszczelnych grodzi poprawia zdolnoœæ przetrwania tego okrêtu w walce na morzu.;A blindagem de pontos-chave e o acréscimo de compartimentos estanques melhora a capacidade de sobrevivência deste navio.;Óñèëåííîå áğîíèğîâàíèå êëş÷åâûõ ó÷àñòêîâ êîğïóñà è äîïîëíèòåëüíûå âîäîíåïğîíèöàåìûå ïåğåáîğêè ïîâûøàåò æèâó÷åñòü ıòîãî êîğàáëÿ.;;;X
LDESC_NAVAL_TORPEDOES_L;Catapult launched floatplanes increases the search radius of this ship.;L'amélioration du système de visée des torpilles et l'installation de torpilles modernes faciliteront la traque des convois ennemis.;Il miglioramento dei sistemi di puntamento delle torpedini e l'approvigionamento di siluri più moderni permetterà a questa nave di migliorare la capacità di caccia ai convogli.;La mejora de los sistemas de guía de los torpedos y la modernización de los mismos hacen a este barco más eficaz en el ataque a convoyes. ;Die Verbesserungen des Torpedozielsystems und der Einsatz von neuen Torpedos erhöht die Kampfkraft gegen Konvois;Ulepszenie systemów celowania torped i wyposa¿enie okrêtu w bardziej nowoczesne torpedy czyni go bardziej efektywnym w zwalczaniu konwojów.;O aprimoramento dos sistemas de pontaria e o uso de torpedos mais modernos tornarão este navio mais eficiente no ataque a comboios.;Óñîâåğøåíñòâîâàííûå òîğïåäû è ñèñòåìû èõ íàâåäåíèÿ íà öåëü  ïîâûøàşò âîçìîæíîñòè ıòîãî êîğàáëÿ â áîğüáå ñ êîíâîÿìè.;;;X
BRIG_MODEL_16_0;ASW;ASM;Anti-Sommergibile;GAS;UAW;Zwalcz. okr. podw.;ASW;ÏËÎ;;;X
BRIG_MODEL_17_0;AA;DCA;Anti-Aerea;AA;Flak;Obr. p-lot.;AA;ÏÂÎ;;;X
BRIG_MODEL_18_0;Radar;Radar;Radar;Radar;Radar;Radar;Radar;ĞËÑ;;;X
BRIG_MODEL_19_0;Fire Control;Système de visée;Centrale di Tiro;Control de tiro;Feuerleitanlage;Kontrola ognia;Controle de tiro;ÑÓÎ;;;X
BRIG_MODEL_20_0;Improved Hull;Coque améliorée;Scafo migliorato;Casco mejorado;Verb. Rumpf;Ulepszony kad³ub;Casco aprimorado;ÓÊ;;;X
