U49;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
72055;Minister of Security;Hendrijk F. Verwoerd;1964;1964;1999;FA;Prince of Terror;High;M70055;x
72056;Minister of Security;N. J. van der Merwe;1936;1964;1999;PA;Compassionate Gentleman;High;M70056;x
72057;Minister of Security;C. R. Swart;1936;1964;1999;PA;Silent Lawyer;Very High;M70057;x
72058;Minister of Security;C. F. Stallard;1936;1964;1999;ML;Silent Lawyer;High;M70058;x
72059;Minister of Security;T.E. Dönges;1936;1964;1999;PA;Man of the People;High;M70059;x
72061;Minister of Security;E.G. Jansen;1936;1964;1999;PA;Silent Lawyer;High;M70036;x
72062;Minister of Security;J. G. Strijdom;1964;1964;1999;FA;Back Stabber;Very High;M70041;x
72063;Minister of Security;F.C. Erasmus;1964;1964;1999;FA;Efficient Sociopath;Very High;M70063;x
72064;Minister of Security;C. de Weenburg du Toit;1936;1964;1999;PA;Crime Fighter;Medium;M70015;x
72065;Head of Military Intelligence;B.J. Schoeman;1936;1964;1999;PA;Logistics Specialist;Medium;M70065;x
72066;Head of Military Intelligence;Jeannot de la Tourier;1936;1964;1999;SC;Naval Intelligence Specialist;Very High;M70066;x
72067;Head of Military Intelligence;Seymour Jacklin;1936;1964;1999;SC;Political Specialist;Medium;M70016;x
72068;Head of Military Intelligence;Eric Louw;1936;1964;1999;SC;Technical Specialist;Very High;M70032;x
72069;Head of Military Intelligence;C. R. Swart;1936;1964;1999;PA;Dismal Enigma;Very High;M70057;x
72070;Head of Military Intelligence;Nicolaas Havenga;1936;1964;1999;PA;Industrial Specialist;Very High;M70004;x
72071;Chief of Staff;James Mitchell-Baker;1936;1964;1999;SC;School of Manoeuvre;Medium;M70071;x
72072;Chief of Staff;Leonard Beyers;1936;1964;1999;SC;School of Defence;Medium;M70072;x
72073;Chief of Staff;C. de Weenburg du Toit;1936;1964;1999;PA;School of Fire Support;Medium;M70015;x
72074;Chief of Staff;Jan C. Smuts;1936;1964;1999;SC;School of Mass Combat;High;M70005;x
72075;Chief of Staff;Robert Palmer;1936;1964;1999;SC;School of Psychology;High;M70075;x
72076;Chief of Army;J.F. Naude;1936;1964;1999;PA;Guns and Butter Doctrine;Very High;M70076;x
72077;Chief of Army;James Mitchell-Baker;1936;1964;1999;SC;Decisive Battle Doctrine;Medium;M70071;x
72078;Chief of Army;C. de Weenburg du Toit;1936;1964;1999;PA;Armoured Spearhead Doctrine;Medium;M70015;x
72079;Chief of Army;Leonard Beyers;1936;1964;1999;ML;Static Defence Doctrine;Medium;M70072;x
72080;Chief of Army;Pierre van Ryneveld;1936;1964;1999;SC;Elastic Defence Doctrine;Very High;M70007;x
72081;Chief of Army;Francois Theron;1936;1964;1999;SC;Armoured Spearhead Doctrine;Medium;M70081;x
72082;Chief of Navy;Jeannot de la Tourier;1936;1964;1999;SC;Decisive Naval Battle Doctrine;Very High;M70066;x
72083;Chief of Navy;Cornelis van Zuigenbrogge;1936;1964;1999;SC;Indirect Approach Doctrine;Very High;M70050;x
72084;Chief of Air Force;Christoffel Venter;1936;1964;1999;ML;Vertical Envelopment Doctrine;Very High;M70084;x
72085;Chief of Air Force;Adolph Malan;1936;1964;1999;ML;Army Aviation Doctrine;Low;M70047;x
72086;Chief of Air Force;Marinus van Osterkemp;1936;1964;1999;SC;Naval Aviation Doctrine;Low;M70053;x
72087;Chief of Air Force;S.P. Le Roux;1964;1964;1999;FA;Vertical Envelopment Doctrine;Low;M70043;x
72011;Head of State;J. F. van Rensburg;1964;1964;1999;FA;Barking Buffoon;High;M70011;x
72012;Head of Government;J. F. van Rensburg;1964;1964;1999;FA;Old General;High;M70011;x
72090;Minister of Armament;Jan C. Smuts;1936;1964;1999;SC;Military Entrepreneur;Very High;M70005;x
72091;Minister of Armament;F.C. Erasmus;1964;1964;1999;FA;Submarine Proponent;Very High;M70063;x
72092;Minister of Security;H.G. Lawrence;1936;1964;1999;SC;Prince of Terror;High;M70092;x
72095;Minister of Security;Nicolaas J. de Wet;1936;1964;1999;ML;Man of the People;High;M70025;x
72096;Head of Government;Jan Hendrik Hofmeyr;1936;1964;1999;ML;Silent Workhorse;High;kaiserreich_SAF_Hofmeyr;x
72097;Minister of Security;Oswald Pirow;1964;1964;1999;FA;Crime Fighter;High;kaiserreich_SAF_Pirow;x
72098;Head of State;Hendrijk F. Verwoerd;1964;1964;1999;FA;Pig-headed Isolationist;High;M70055;x
72099;Head of State;Jan C. Smuts;1936;1964;1999;SC;Resigned Generalissimo;High;M70005;x
72102;Head of Government;T.E. Dönges;1936;1964;1999;PA;Silent Workhorse;High;M70059;x
72103;Foreign Minister;J. G. Strijdom;1964;1964;1999;FA;Iron Fisted Brute;Very High;M70041;x
72104;Minister of Armament;Nicolaas Havenga;1936;1964;1999;PA;Resource Industrialist;Very High;M70004;x
72105;Head of Military Intelligence;Hendrijk F. Verwoerd;1964;1964;1999;FA;Technical Specialist;High;M70055;x
72106;Head of Military Intelligence;Frans Erasmus;1936;1964;1999;SC;Logistics Specialist;Medium;M70063;x
72107;Chief of Staff;Christian du Toit;1936;1964;1999;PA;School of Manoeuvre;Very High;M70015;x
72108;Chief of Army;Christian du Toit;1936;1964;1999;PA;Guns and Butter Doctrine;Very High;M70015;x
72109;Chief of Navy;Pieter de Waal;1936;1964;1999;SC;Open Seas Doctrine;Very High;kaiserreich_SAF_DeWaal_fake;x
72110;Chief of Air Force;Stephen Melville;1936;1964;1999;ML;Army Aviation Doctrine;Very High;kaiserreich_SAF_Melville_fake;x
72111;Head of State;William H. Andrews;1936;1964;1999;LWR;Insignificant Layman;High;kaiserreich_SAF_Andrews;x
72112;Head of Government;Yusuf Dadoo;1936;1964;1999;LWR;Ambitious Union Boss;High;kaiserreich_SAF_Dadoo;x
72113;Foreign Minister;Bram Fisher;1936;1964;1999;LWR;Biased Intellectual;Very High;kaiserreich_SAF_Fischer;x
72114;Minister of Armament;Yusuf Dadoo;1936;1964;1999;LWR;Military Entrepreneur;Very High;kaiserreich_SAF_Dadoo;x
72115;Minister of Security;Bram Fisher;1936;1964;1999;LWR;Silent Lawyer;High;kaiserreich_SAF_Fischer;x
72116;Head of Military Intelligence;William H. Andrews;1936;1964;1999;LWR;Industrial Specialist;High;kaiserreich_SAF_Andrews;x
72117;Head of State;Yusuf Dadoo;1936;1964;1999;LWR;Autocratic Charmer;High;kaiserreich_SAF_Dadoo;x
72123;Foreign Minister;Alfred Xuma;1964;1964;1999;SL;The Cloak N Dagger Schemer;Very High;kaiserreich_SAF_Xuma;x
72124;Minister of Armament;Albert John Lutuli;1964;1964;1999;SL;Infantry Proponent;High;kaiserreich_SAF_Lutuli;x
72125;Minister of Security;Oliver Tambo;1964;1964;1999;SL;Man of the People;Very High;kaiserreich_SAF_Tambo;x
72126;Head of Military Intelligence;Josiah Zion Gumede;1964;1964;1999;SL;Industrial Specialist;High;kaiserreich_SAF_Gumede;x
72127;Chief of Staff;Oliver Tambo;1964;1964;1999;SL;School of Psychology;Very High;kaiserreich_SAF_Tambo;x
72128;Head of State;C. F. Stallard;1936;1964;1999;ML;Insignificant Layman;High;M70058;x
72129;Head of Government;C. F. Stallard;1936;1964;1999;ML;Silent Workhorse;High;M70058;x
72130;Head of State;Jan Hendrik Hofmeyr;1936;1964;1999;ML;Benevolent Gentleman;High;kaiserreich_SAF_Hofmeyr;x
72131;Head of State;Edward VIII;1936;1964;1999;PA;Revanchist Monarch;High;M1011;X
72132;Head of State;Edward VIII;1936;1964;1999;SC;Revanchist Monarch;High;M1011;X
72133;Head of State;Edward VIII;1936;1964;1999;SL;Revanchist Monarch;High;M1011;X
72134;Head of State;Edward VIII;1936;1964;1999;ML;Revanchist Monarch;High;M1011;X
72135;Head of State;Edward VIII;1936;1964;1999;SD;Revanchist Monarch;High;M1011;X
72136;Head of State;Herbert J. Stanley;1936;1964;1999;ML;Insignificant Layman;High;M553001;x	
72137;Head of Government;Godfrey Martin Huggins;1936;1964;1999;ML;Corporate Suit;High;M553002;x	
72138;Minister of Armament;Robert J. Hudson;1936;1964;1999;ML;Administrative Genius;Medium;M553004;x
72139;Minister of Security;Anthony Sillery;1936;1964;1999;ML;Crime Fighter;Medium;M553005;x
72140;Head of State;F. H. P. Creswell;1936;1964;1999;SD;Insignificant Layman;High;KR F. H. P. Creswell;x	
72141;Head of Government;F. H. P. Creswell;1936;1964;1999;SD;Happy Amateur;High;KR F. H. P. Creswell;x	
72142;Chief of Staff;F. H. P. Creswell;1936;1964;1999;SD;School of Psychology;Very High;KR F. H. P. Creswell;x
72143;Head of State;Walter Madeley;1936;1964;1999;SD;Autocratic Charmer;High;KR Walter Madeley;x
72144;Head of Government;Walter Madeley;1936;1964;1999;SD;Ambitious Union Boss;High;KR Walter Madeley;x	
72145;Minister of Armament;Walter Madeley;1936;1964;1999;SD;Resource Industrialist;High;KR Walter Madeley;x
72146;Minister of Security;Thomas Boydell;1936;1964;1999;SD;Man of the People;High;KR Thomas Boydell;X
72147;Head of Military Intelligence;Jimmy Green;1936;1964;1999;SD;Industrial Specialist;High;KR Jimmy Green;x
72148;Minister of Security;Jimmy Green;1936;1964;1999;SD;Crime Fighter;High;KR Jimmy Green;X
72149;Chief of Army;Jimmy Green;1936;1964;1999;SD;Guns and Butter Doctrine;Very High;KR Jimmy Green;x
72150;Foreign Minister;Alex Hepple;1936;1964;1999;SD;Ideological Crusader;Very High;KR Alex Hepple;x
72151;Head of Government;Alex Hepple;1936;1964;1999;SD;Silent Workhorse;High;KR Alex Hepple;x	
72152;Head of State;Alex Hepple;1936;1964;1999;SD;Benevolent Gentleman;High;KR Alex Hepple;x
72153;Head of State;Jan C. Smuts;1936;1964;1999;ML;Resigned Generalissimo;High;M70005;x
72154;Head of State;Herbert J. Stanley;1936;1964;1999;SC;Insignificant Layman;High;M553001;x	
72155;Head of Government;Ian Smith;1950;1964;1999;PA;Naive Optimist;High;M745111;X
72156;Minister of Armament;Ian Smith;1950;1964;1999;PA;Administrative Genius;Medium;M745111;x
