U07;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
557441;Tommy Flowers;kaiserreich_UK_Tommy_Flowers;7;1930;1970;mathematics;mechanics;electronics;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557442;Marconi;T_ENG_Marconi;7;1897;1970;mechanics;industrial_engineering;technical_efficiency;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557443;General Electric Company;T_ENG_GeneralElectricCompany;7;1930;1970;mechanics;electronics;general_equipment;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557444;English Electric Company;T306;7;1918;1970;mechanics;electronics;vehicle_engineering;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557445;Anglo-Persian Oil Company;T301;9;1908;1970;chemistry;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557446;Imperial College London;T_ENG_College;5;1930;1945;mathematics;mechanics;chemistry;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557447;Imperial College London;T_ENG_College;6;1945;1970;mathematics;mechanics;chemistry;medicine;nuclear_physics;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557448;Alexander Fleming;T_ENG_Alexander_Fleming;8;1891;1970;medicine;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557449;Secret Intelligence Service;T_ENG_SIS;8;1914;1970;mathematics;electronics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557450;George Paget Thomson;T330;5;1930;1970;nuclear_physics;nuclear_engineering;chemistry;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557451;Royal Corps of Naval Constructors;rcnnp;7;1948;1970;naval_engineering;mathematics;electronics;nuclear_engineering;management;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557430;Martin Dunbar-Nasmith;kaiserreich_UK_Martin_Dunbar-Nasmith;5;1970;1970;submarine_tactics;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557429;Lord Mountbatten;kaiserreich_UK_Lord_Mountbatten;5;1930;1970;small_taskforce_tactics;decentralized_execution;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557422;Dudley Pound;T323;6;1970;1970;large_taskforce_tactics;centralized_execution;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557435;Roger Keyes;rogerkeyes;6;1970;1970;naval_artillery;small_taskforce_tactics;centralized_execution;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557428;John Cunningham;kaiserreich_UK_John_Cunningham;7;1970;1970;centralized_execution;carrier_tactics;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557432;Philip Vian;kaiserreich_UK_Philip_Vian;7;1970;1970;small_taskforce_tactics;decentralized_execution;carrier_tactics;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557433;Prince George;kaiserreich_UK_Prince_George_TT;4;1930;1970;fighter_tactics;bomber_tactics;centralized_execution;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557425;Hugh Trenchard;trenchard1;5;1970;1970;bomber_tactics;centralized_execution;piloting;aircraft_testing;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557421;Charles Portal;T321;6;1970;1970;bomber_tactics;centralized_execution;aircraft_testing;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557426;Guy Gibson;kaiserreich_UK_Guy_Gibson;6;1970;1970;bomber_tactics;decentralized_execution;piloting;aeronautics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557419;Bob Braham;braham;6;1970;1970;fighter_tactics;bomber_tactics;centralized_execution;combined_arms_focus;aircraft_testing;training;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557436;Trafford Leigh-Mallory;T328;7;1970;1970;fighter_tactics;centralized_execution;piloting;aircraft_testing;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557434;Prince Henry;kaiserreich_UK_Prince_Henry_TT;4;1930;1970;large_unit_tactics;centralized_execution;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557420;Claude Auchinleck;theauk;5;1970;1970;small_unit_tactics;large_unit_tactics;centralized_execution;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557423;Edmund Ironside;ironside;5;1970;1970;small_unit_tactics;decentralized_execution;individual_courage;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557427;J. F. C. Fuller;kaiserreich_UK_J_F_C_Fuller;6;1970;1970;decentralized_execution;combined_arms_focus;maneuver_tactics;blitzkrieg_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557431;Orde Wingate;kaiserreich_UK_Orde_Wingate;6;1970;1970;small_unit_tactics;decentralized_execution;individual_courage;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557424;Harold Alexander;kaiserreich_UK_Harold_Alexander;7;1970;1970;large_unit_tactics;centralized_execution;infantry_focus;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557437;Royal Marines;RoyalMarineBadge;9;1900;1970;marine_training;small_unit_tactics;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
