U49;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
3283;Stephen Melville;T_SAF_Stephen_Alexander_Melville;4;1950;1970;fighter_tactics;bomber_tactics;piloting;combined_arms_focus;chemistry;training;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3284;Quintin Brand;T_SAF_Christopher_Quintin_Brand;5;1932;1946;fighter_tactics;decentralized_execution;piloting;electronics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3285;Pierre van Ryneveld;T_SAF_Pierre_vanRyneveld;5;1930;1950;fighter_tactics;bomber_tactics;piloting;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3286;James Thom Durrant;T_SAF_James_Durrant;5;1946;1970;bomber_tactics;centralized_execution;piloting;individual_courage;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3297;Hugh Saunders;T_SAF_Hugh_WL_Saunders;6;1943;1960;fighter_tactics;centralized_execution;decentralized_execution;piloting;combined_arms_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3287;Marmaduke Pattle;T_SAF_Marmaduke_Pattle;6;1946;1970;fighter_tactics;decentralized_execution;piloting;technical_efficiency;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3288;RSA Military Academy;Kaiserreich_SAF_Military_College;4;1913;1970;centralized_execution;piloting;individual_courage;infantry_focus;artillery;training;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3289;Andries Brink;T_SAF_Andries_Jacob_Brink;5;1920;1943;large_unit_tactics;centralized_execution;individual_courage;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3290;Pieter Grobbelaar;T_SAF_Pieter_Grobbelaar;5;1953;1970;small_unit_tactics;infantry_focus;combined_arms_focus;maneuver_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3291;George Brink;T_SAF_George_Edwin_Brink;5;1937;1948;small_unit_tactics;combined_arms_focus;maneuver_tactics;technical_efficiency;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3292;Christiaan du Toit;T_SAF_Christiaan_duToit;5;1948;1967;large_unit_tactics;centralized_execution;combined_arms_focus;technical_efficiency;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3293;William H.E. Poole;T_SAF_Evered_Poole2;6;1938;1953;small_unit_tactics;decentralized_execution;combined_arms_focus;maneuver_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3294;Pieter de Waal;T_SAF_Pieter_deWaal;4;1946;1970;marine_training;small_unit_tactics;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3295;Kings African Rifles;KR_KAR;5;1930;1970;mountain_training;small_unit_tactics;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
