U10;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
16429;Jerauld Wright;U10 TT Jerauld Wright;6;1942;1963;naval_artillery;large_taskforce_tactics;naval_training;seamanship;small_unit_tactics;marine_training;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16414;Alfred Pride;alpride;6;1940;1963;naval_engineering;aeronautics;aircraft_testing;carrier_tactics;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16415;John Curry;jcurry;3;1930;1947;fighter_tactics;centralized_execution;piloting;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16433;Harrison Thyng;T_U10_Harrison_Reed_Thyng;4;1947;1970;fighter_tactics;decentralized_execution;piloting;technical_efficiency;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16420;Benjamin Foulois;U10 TT Benjamin Foulois;5;1930;1948;piloting;individual_courage;aeronautics;avionics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16416;William Blanchard;wblanchard;5;1945;1970;bomber_tactics;centralized_execution;piloting;aircraft_testing;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16428;Harold L. George;U10 TT Harold George;6;1930;1946;bomber_tactics;individual_courage;aircraft_testing;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16430;Hugh J. Gaffey;T_U10_Hugh_Joseph_Gaffey;5;1936;1960;small_unit_tactics;centralized_execution;combined_arms_focus;technical_efficiency;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16423;Isaac White;U10 TT White;5;1944;1970;decentralized_execution;combined_arms_focus;maneuver_tactics;blitzkrieg_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16431;Robert M. Lee;T_U10_Robert_Merrill_Lee;6;1947;1970;large_unit_tactics;combined_arms_focus;fighter_tactics;bomber_tactics;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16419;Camp Ethan Allen;Z_T_USA_AMWS;5;1938;1970;mountain_training;small_unit_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
