U25;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
18410;Herbert Wagner;T_AUS_Herbert_Alois_Wagner;6;1939;1970;rocketry;aeronautics;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18411;Cantieri Navali Triestino;kaiserreich_hajo;5;1908;1945;naval_engineering;naval_artillery;submarine_design;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18412;Seearsenal Pola;T_CRO_Uljanik_Shipyard;5;1856;1970;naval_engineering;naval_artillery;mechanics;chemistry;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18413;Torpedo Fabrik Whitehead und Co.;T_URO_Whitehead_Torpedo_Factory;6;1875;1970;naval_engineering;naval_artillery;mechanics;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18414;Stabilimento Tecnico Triestino;T1804;6;1858;1945;naval_engineering;naval_artillery;general_equipment;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18415;Ganz-Danubius Fiumei Hajógyár;T_HUN_Fiumei_Hajogyar;6;1892;1970;naval_engineering;naval_artillery;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18416;Vereinigte Triest Werften;T_ITA_CRDA;7;1945;1970;naval_engineering;naval_artillery;submarine_design;general_equipment;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18417;Hirtenberger Patronen-Fabrik;T_AUS_Wollersdorfer_Werke;7;1897;1970;mechanics;chemistry;general_equipment;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18418;Zbrojovka Brno;T64089;7;1918;1970;artillery;general_equipment;munitions;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18419;Diósgyori Gépgyár;T_HUN_Diosgyori_Gepgyar;7;1915;1970;artillery;mechanics;munitions;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18420;Gebr. Böhler & Co.;bohler_gun;7;1894;1970;artillery;mechanics;munitions;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18421;k.k. Artillerie-Arsenal;T_AUS_Artillerie-Arsenal_Vienna;8;1869;1970;artillery;mechanics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18422;Österreichische Saurerwerke;Saurer_S4C;7;1906;1970;mechanics;general_equipment;training;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18423;Steyr-Werke;T603;7;1869;1970;artillery;mechanics;general_equipment;training;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18424;Austro-Daimler-Puchwerke;T600;7;1928;1970;mechanics;technical_efficiency;vehicle_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18425;Ceskomoravská Kolben-Danek;T_CZE_CKD;7;1927;1970;mechanics;electronics;technical_efficiency;vehicle_engineering;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18426;Weiss Manfréd Acél- és Fémmuvek;T_HUN_Manfred_Weiss;7;1896;1970;artillery;mechanics;munitions;technical_efficiency;vehicle_engineering;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18427;StEG;T_AUS_LOFAG;8;1855;1970;artillery;mechanics;technical_efficiency;vehicle_engineering;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18428;Skoda;kaiserreich_T16;8;1869;1970;artillery;mechanics;munitions;technical_efficiency;vehicle_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18429;Richter Gedeon Vegyészeti Gyár;T_HUN_Gedeon_Richter;6;1901;1970;medicine;chemistry;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18430;Hermann Mark;T_AUS_Hermann_Franz_Mark;6;1942;1965;mathematics;chemistry;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18431;Philips Radioröhren GmbH;T2314;6;1926;1970;mechanics;electronics;training;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18432;EIVRT;T_HUN_Tungsram;6;1942;1970;mathematics;mechanics;electronics;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18433;Ganz és Társa;T1602;6;1878;1970;mechanics;electronics;management;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18434;Österreichische Fanto AG;T_POL_Polmin;7;1878;1970;chemistry;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18435;Spolek-Solvay;T_CZE_SPOLCHEMIE;7;1883;1970;chemistry;munitions;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18436;ÖSSW;kaiserreich_T4;7;1904;1970;electronics;management;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18437;Allgemeine Baugesellschaft - A. Porr AG;T_AUS_PORR;8;1869;1970;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18438;ÖAMG;T_AUS_Osterreichisch-Alpine_Montangesellschaft;8;1881;1970;mechanics;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18439;Pokorny Hermann;T_HUN_Hermann_Pokorny;7;1920;1947;mathematics;mechanics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18440;Technische Hochschule Wien;T_AUS_Technische_Hochschule;5;1815;1970;mathematics;aeronautics;management;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18441;k.k. Militärärztlichen Sanitätswesen;T_AUS_Sanitatsschule_Vienna;6;1947;1970;medicine;aeronautics;electronics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18442;Universität Wien;T_AUS_Vienna_University;6;1365;1970;mathematics;chemistry;management;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18443;Alexander Aigner;T_AUS_Alexander_Aigner;7;1942;1970;mathematics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18444;Erwin Schrödinger;T608;7;1927;1961;mathematics;nuclear_physics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18445;János von Neumann;kaiserreich_neumann;8;1937;1957;mathematics;electronics;nuclear_physics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18446;Georg Stetter;T_AUS_Georg_Carl_Stetter;5;1935;1945;nuclear_physics;nuclear_engineering;electronics;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18447;Otto Frisch;T_AUS_Otto_Robert_Frisch;6;1945;1970;nuclear_physics;nuclear_engineering;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18448;Teller Ede;kaiserreich_teller;8;1942;1970;nuclear_physics;nuclear_engineering;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18449;k.k. Marine-Akademie;kaiserreich_T19;4;1848;1970;naval_engineering;large_taskforce_tactics;small_taskforce_tactics;centralized_execution;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18450;Ivan Kern;T_AUS_Ivan_Kern;5;1938;1964;aircraft_testing;electronics;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18451;Rudolf von Singule;T_AUS_Rudolf_Singule;5;1920;1945;small_taskforce_tactics;centralized_execution;submarine_tactics;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18452;Georg von Trapp;Kaiserreich_tech_von Trapp;5;1930;1944;naval_artillery;large_taskforce_tactics;decentralized_execution;submarine_tactics;naval_training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18453;Karel Levicnik;T_AUS_Karel_Levicnik;6;1946;1965;naval_artillery;large_taskforce_tactics;centralized_execution;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18454;Carl-Heinz Birnbacher;T_AUS_Carl-Heinz_Birnbacher;6;1945;1970;small_taskforce_tactics;centralized_execution;decentralized_execution;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18455;Josip Cerni;T_AUS_Josip_Cerni;6;1944;1970;naval_engineering;large_taskforce_tactics;submarine_tactics;naval_training;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18456;k.k. Seefliegerkorps;T_AUS_Seefliegerkorps;5;1918;1970;bomber_tactics;decentralized_execution;piloting;aircraft_testing;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18457;Benno Fiala von Fernbrugg;T_AUS_Benno_von_Fernbrugg;5;1936;1950;fighter_tactics;bomber_tactics;piloting;mechanics;aeronautics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18458;Godwin von Brumowski;T_AUS_Godwin_Brumowski;6;1920;1948;fighter_tactics;centralized_execution;decentralized_execution;piloting;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18459;Alexander Löhr;T604;6;1920;1948;bomber_tactics;centralized_execution;combined_arms_focus;general_equipment;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18460;Julius Arigi;T_CZE_Julius_Arigi;7;1934;1948;fighter_tactics;piloting;mechanics;aircraft_testing;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18461;Artur Pipan;T_AUS_Artur_Pipan;7;1948;1970;bomber_tactics;centralized_execution;piloting;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18462;Walter Nowotny;T_AUS_Walter_Nowotny;7;1948;1970;fighter_tactics;decentralized_execution;piloting;individual_courage;technical_efficiency;training;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18463;Karl Bleckl;T_AUS_Karl_Ludwig_Bleckl;7;1950;1970;fighter_tactics;bomber_tactics;centralized_execution;decentralized_execution;piloting;combined_arms_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18464;Emil Kern;T_AUS_Emil_Kern;5;1933;1947;small_unit_tactics;chemistry;general_equipment;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18465;Robert Bernardis;T_AUS_Robert_Bernardis;6;1947;1970;small_unit_tactics;chemistry;general_equipment;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18466;Ludwig von Eimannsberger;T_AUS_Ludwig_Eimannsberger;5;1930;1943;small_unit_tactics;combined_arms_focus;maneuver_tactics;blitzkrieg_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18467;Sigismund Schilhawsky von Bahnbrück;T_AUS_Sigismund_von_Bahnbruck;6;1932;1937;small_unit_tactics;large_unit_tactics;infantry_focus;combined_arms_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18468;Alfred Jansa von Tannenau;T_AUS_Alfred_Jansa;6;1937;1947;large_unit_tactics;centralized_execution;individual_courage;static_defense_tactics;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18469;Alois Windisch;T_AUS_Alois_Windisch;6;1937;1954;small_unit_tactics;large_unit_tactics;centralized_execution;individual_courage;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18470;Erwin Fussenegger;T_AUS_Erwin_Fussenegger2;6;1956;1970;large_unit_tactics;centralized_execution;individual_courage;infantry_focus;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18471;Otakar Richter;T_CZE_Otakar_Rytir;6;1950;1970;small_unit_tactics;large_unit_tactics;combined_arms_focus;maneuver_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18472;Alfred von Waldstätten;T_AUS_Alfred_von_Waldstatten;7;1920;1937;large_unit_tactics;centralized_execution;large_unit_focus;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18473;Wilhelm Zehner;T_AUS_Wilhelm_Zehner;7;1937;1949;large_unit_tactics;centralized_execution;infantry_focus;combined_arms_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18474;Nagy Vilmos;T_HUN_Nagybaczoni-Nagy_Vilmos;7;1934;1949;small_unit_tactics;large_unit_tactics;combined_arms_focus;maneuver_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18475;Sólyom László;T_HUN_Solyom_Laszlo;7;1949;1970;small_unit_tactics;individual_courage;infantry_focus;electronics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18476;Johann Mickl;T_AUS_Johann_Mickl;7;1947;1956;small_unit_tactics;large_unit_tactics;infantry_focus;combined_arms_focus;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18477;Bohumir Lenc;T_CZE_Bohumir_Lomsky;7;1950;1970;large_unit_tactics;individual_courage;infantry_focus;piloting;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18478;Erhard Raus;T_AUS_Erhard_Raus;8;1943;1954;small_unit_tactics;decentralized_execution;combined_arms_focus;maneuver_tactics;blitzkrieg_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18479;Robert Martinek;T_AUS_Robert_Martinek;8;1934;1954;small_unit_tactics;centralized_execution;decentralized_execution;technical_efficiency;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18480;Emil Spannocchi;T_AUS_Emil_Spannocchi;8;1954;1970;small_unit_tactics;decentralized_execution;combined_arms_focus;maneuver_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18481;Karl von Lütgendorf;T_AUS_Karl_Lutgendorf;5;1947;1970;airborne_training;marine_training;small_unit_tactics;infantry_focus;maneuver_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18482;Theresianische Militärakademie;T_AUS_Theresianische;7;1900;1970;mountain_training;small_unit_tactics;individual_courage;artillery;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
18483;Bertalan Árpád;kais_bertalan_arpad;7;1939;1963;airborne_training;small_unit_tactics;individual_courage;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
